,title,day,genre,story,platform
10,목표는 금수저로 무병장수하기입니다,수,로판만화,"기껏 금수저로 태어났는데, 비참하게 살해당한다고? 철저하게 살아남아서 무병장수해 주겠어! 좋아하는 소설 남주의 여동생으로 환생했는데, 열일곱 살에 계모에게 독살당할 운명이다. 오빠는 여주와 모험 중이니, 나 혼자 어떻게든 살아남아야 하는데...! 나는 이 세계에 대해서 알고 있어. 책 속의 수많은 인물 중에서 나에게 도움이 되는 사람들이 있을거야! 비참하게 죽을 운명을 피해 금수저로 잘 먹고 잘살기를 꾀하는 나, 아드리아나에게 제국의 황자, 수상한 상단 주인, 더 수상한 마족이 접근하기 시작한다! 그래. 이대로 얌전히 죽어줄 순 없어! 난 살아남을 거야! 내 목표는 금수저로 무병장수하기니까!!",카카오페이지
11,역하렘 게임 속으로 떨어진 모양입니다,수,로판만화,", . 눈을 뜨니 모든게 달라졌다. 나는 모두가 두려워하는 게임 속 악역 황녀가 되어있었다. 그리고, 낯선 남자들이 헐벗은 몸으로 나를 향해 다가온다. 34 추우세요? 제가 안아드릴까요? 34 34 왜? 아직도 모자라나? 34 도대체 이 상황, 어떻게 된거지? 이 망할 게임은 어떻게 해야 빠져나갈 수 있는거야?",카카오페이지
12,날것 : 공작가의 하녀로 빙의했습니다,수,로판만화,"남주인공인 줄 알았던 소설 속 최애 캐릭터가, 사실은 서브남이었다? 그것도 모자라, 황태자인 남주에게 반란을 일으키고 처형당하는 엔딩? 나였으면 그를 행복하게 만들어 줬을 텐데 . 서브남앓이를 불쌍하게 본 하늘의 뜻인가? 잠에서 깨어나 보니 소설 속 최애의 저택 하녀1로 빙의되었다?! 온몸을 갉아먹는 저주, 공작 가문의 수치, 사랑에 굶주린 어린 짐승. 온갖 비극적 설정을 끌어안은 서브남 리안드로 치릴로 벨라비티 의 일생이 한 엑스트라의 등장으로 변해가기 시작하는데, 어째 리안드로의 플래그 방향 또한 변하는 것 같은 느낌이 ? 비틀리는 소설의 전개와 함께 밝혀지는 끔찍한 저주의 진실은?! 표지 및 로고 디자인 송지혜",카카오페이지
13,해골병사는 던전을 지키지 못했다,수,소년만화,"나는 해골병사 . 주인인 서큐버스님을 용사로부터 지키지 못하고 그저 하찮게 부서져 버린 일개 몬스터. 그렇게 죽음을 맞이하는 줄 알았다. 그러나 정신을 차려보니, 20년 전 사령술사에 의해 눈을 뜬 그 날로 돌아왔다. 띠링! 남들에게는 보이지 않는 상태창과 함께, 죽어도 죽어도 몇 번이고 되살아나게 되었다. 이 힘을 이용하면...던전을 지킬 수 있을까?",카카오페이지
14,"아 하세요, 금수저 들어갑니다",수,로판만화,"34 나도 반찬 싸움 말고 재산 싸움 한번 해보고 싶어! 형제의 난 한번 일으켜보자고! 34 대한민국 대표 흙수저로 억울한 삶을 마감했지만 2회차는 드디어 재벌 딸이다! 그것도 남부를 장악한 대재벌 세르지오 가의 후계자로! 비록 세기말 악녀의 언니라는 단점이 있긴 했지만 무슨 상관? 어차피 그 애는 시한부에 나는 후계자인데! 하지만 그새를 못참고 여동생은 뒤통수를 쳐주시고 인생 목표였던 상단의 후계자 자리가 위태해진다. 아버지가 돌아오시기 전까지는 2주, 그사이 어떻게든 제국 최고의 신랑감을 데려와야 한다.",카카오페이지
15,강철의 연금술사 컬러웹툰,"수, 금, 일",소년만화,"많은 독자 여러분께 사랑을 받았던 강철의 연금술사 가 39 컬러 웹툰 39 으로 한층 업그레이드 하여 새롭게 연재를 시작합니다! 원작에 충실하며, 39 화려한 이펙트 39 , 말풍선에 가려졌던 39 히든 컷 39 들을 추가하였습니다. 재미요소를 추가하여 새롭게 연성된 강철의 연금술사 컬러 웹툰 지금 만나보세요. 연금술로 엄마를 되살리려던 에드워드, 알폰스 형제의 모험이 시작된다! ., .",카카오페이지
16,나 혼자 천재 DNA,수,드라마만화,"당신은 인류 역사상 최초로 생명의 플레이어가 되었습니다. 내 몸에 스며든 생명세포 로잘린. 로잘린과 함께라면, 아무도 모르는 생명의 비밀을 전부 파헤칠 수 있다. 류 박사님! 박사님이 만든 세포가 배지에서 자랐어요! 이거 배아줄기세포 맞죠?! 세상의 모든 불치병들, 백혈병, 치매, 조현병, 폐암, 췌장암 저걸 다 정복할 수 있을까? 물론입니다. 모든 질병을 정복해 가는 류영준 박사와 로잘린의 이야기. 나 혼자 천재",카카오페이지
17,사내 맞선,수,로맨스만화,결혼합시다. 친구를 대신해 나간 맞선 자리. 목표는 차이는 것! 컨셉은 남녀 가리지 않는 섹시 팜므파탈! 강태무 씨 하시는 일은 뭐예요? 성운기업에 다니고 있습니다. 어머! 성운기업? 거긴 잘 알죠. 왜냐하면 우리 회사니까!!!!!!!! 내가 어쩌다가 우리 회사 사장님과 맞선을 본 거야 게다가 이 사장님은 왜 다짜고짜 결혼하자고 하는데?!!! 거짓말 극혐하기로 유명한 사장님. 정체를 들키는 순간 바로 해고닷! 하지만 난 회사 대출금이 있다고 과연 신하리는 무사히 회사를 다닐 수 있을 것인가?! 스릴 가득 ? 오피스 로맨스 사내 맞선,카카오페이지
18,북검전기,수,액션무협만화,"무협소설의 최강자 우각의 동명 소설 북검전기 가 만화로 새롭게 태어나다! 세상을 혼란에 빠뜨린 집단 밀야에 맞서기 위해 중원의 고수들이 모여 만들어낸 북천문! 북천문의 강력한 투쟁으로 밀야는 서서히 그 모습을 감추었고, 북천문은 중원을 평화를 대표하는 집단으로서 강력한 위용을 과시하게 되었다. 그러나 평화가 길어지자 중원의 고수들 사이에서는 북천문에 대한 은밀한 시기가 생겨났고, 결국 북천문의 4대 문주인 진관호는 배신자들에게 둘러싸인 채 스스로 목숨을 끊음으로서 파국의 끝을 맞이하게 된다. 모두가 떠난 북천문에 홀로 남은 진관호의 아들 진무원 13세 은 무공이라고는 손톱만큼도 알지 못 하는 어린 소년. 그러나 남몰래 아버지가 전수한 고어 를 통해 북천문의 벽에 새겨진 무공을 익히기 시작한다. 그러던 어느날, 진무원의 앞에 정체를 알 수 없는 한 소녀가 나타나게 되는데 !!",카카오페이지
19,마검왕,수,액션무협만화,평범한 고등학생 진욱의 이중생활 무림과 현실을 넘나드는 액션 판타지,카카오페이지
