id,title,author,genre,story,score,platform
265,호야,큰빛,"스토리, 드라마","동부 시베리아 인근. 환경생태학 박사 부부는 그곳을 탐방하다가 깊은 상처를 입은 새끼 호랑이를 발견하고, 그대로 데려다 키우게 된다. 하지만 두 부부는 일찍 생을 마감하게 되고, 호랑이와 부부의 자식인 호야 만 이 세상에 남겨지게 된다. 인간 사회에서 떨어져서 야생 인간으로 자라게 된 호야는 여러 사건을 통해 도시로 오게 되는데",9.74,네이버 웹툰
266,갓도령스,도로롱,"스토리, 드라마",갓을 쓴 네명의 꽃도령그들과 함께 드랍 더 비트!,9.96,네이버 웹툰
267,텃밭부 사건일지,오이츄,"스토리, 드라마",우리는 매일 텃밭에서 잡초와 사건을 캐지요!,9.98,네이버 웹툰
268,피와 살,황준호,"스토리, 스릴러",멸종 위기에 처한 인간.인간을 먹고 사는 괴물.생존을 위한 그들의 전쟁 혹은 공생.,9.94,네이버 웹툰
269,파리대왕,워커,"스토리, 액션",대재난이 덮친 절망의 도시에서 벌어지는 귀신들과의 사투!그 안에 도사리고 있던 거대 조직의 음모에도 맞서 싸워야 한다!,9.69,네이버 웹툰
270,영광의 교실,아니영,"스토리, 드라마","불의의 사고로 부모님을 잃은 뒤 누나 영주 와 단 둘이 살아온 영광 .자신을 싫어하는 누나에게 사랑받고자 노력하지만, 끝내 거절 당하고 외롭게 자라나게 된다.",9.94,네이버 웹툰
271,골든 체인지,브림스,"스토리, 판타지",세상에서 가장 불운한 소녀 강유와 소녀의 불운을 막아주는 수상한 산신령 우암이 펼치는 판타지세계,9.98,네이버 웹툰
272,특수 영능력 수사반,사다함,"스토리, 판타지",어느 날 갑자기 귀신이 보이기 시작한 한 형사의 특별한 수사기.,9.56,네이버 웹툰
273,이모네 집에 갔는데 이모는...,신해영 / 정우,"스토리, 로맨스","18살, 뜨거운 여름. 몽실몽실한 수증기 사이로 보이는 우유 빛깔 팔다리와 긴 속눈썹의 그녀는 사춘기 소년의 마음을 사로잡기 충분했다. 10년 뒤, 이모의 부탁으로 단편 로맨스 소설을 쓰게 된 승준 은 이모와 함께 일하는 편집자 의연 을 만난다. 어딘가 낯이 익은 그녀. 알고 보니 그녀는 10년 전, 이모네 집에서 만난 여자였는데?!",9.13,네이버 웹툰
274,로딩,이지우,"스토리, 드라마","스무 살 가을, 자신의 가장 소중한 친구와 함께 떠났던 첫 여행. 이 여행에서 성훈 은 친구를 사고로 잃고 만다.",9.74,네이버 웹툰
275,니편내편,미티,"스토리, 드라마",외로운 인생사진만 찍으면 누구든 내 편이 된다?!,9.89,네이버 웹툰
276,낢이 사는 이야기,서나래,"에피소드, 일상","혼란의 도가니인 인생 속에서 울고, 웃고, 먹고, 마신다!십년 넘게 이어지는 소소한 낢의 사생활 이야기. 오늘도 삶은 계속됩니다.",9.88,네이버 웹툰
277,귀신이지만 사랑하고 싶어,엔엔 / 오제이,"스토리, 로맨스",당신의 기 가 필요해! 사라지기 직전인 몸으로 귀접을 통해 버티는 떠돌이 귀신 혁 음기를 갈취하기 위해 접근했던 세민 에게 점점 끌리게 되는데?,9.95,네이버 웹툰
278,좋아하게 해줘,지원 / 예림,"스토리, 로맨스",99번 차였지만 포기할 수 없어!,9.76,네이버 웹툰
279,체인지,진원,"스토리, 액션","상남자 , 갑자기 여자 가 되다?그놈... 아니, 그녀의 시원한 학원 액션!",8.52,네이버 웹툰
280,너에게 하고 싶은 말,정지훈,"스토리, 드라마",절망 속에서 피어난 희망,9.89,네이버 웹툰
281,요괴대전,강두식 / 장부규,"스토리, 판타지",하루 아침에 강시가 된 소년 오필립! 난 더 이상 인간이 아닌가요?,9.76,네이버 웹툰
282,유령극단,LICO,"스토리, 판타지",유령들을 위한 진혼극의 막이 오른다!,9.93,네이버 웹툰
283,하루,오늘,"스토리, 로맨스","첫사랑에 실패한 복학생 진우, 연애를 다신 안 하겠다고 다짐한다.드디어 복학 첫 날, 어쩐지 마음이 끌리는 교환학생 일본인 하루를 도와주면서 친해지게 되고, 전여친 차희연을 마주한다.",9.82,네이버 웹툰
284,킬링타임,혼,"스토리, 스릴러","언니, 살려줘! 3년전 죽은 동생에게서 전화가 왔다과거와 연결된 핸드폰을 이용해, 죽은 동생을 살려내야 한다!",9.93,네이버 웹툰
285,김왕짱,이난,"스토리, 액션",강북 최강의 꼴통학교 존망고. 선생님이 학생의 눈치를 보는 학교에 김왕 은 그들의 왕으로 군림한다. 어느 날 일명 빠루 라고 불리는 조폭 최창무 가 전학을 오자 김왕 은 순식간에 그의 부하로 전락하는데 .,9.84,네이버 웹툰
286,개미잡이,이익수,"스토리, 드라마",겉과 속이 다른 삶을 살아온 악랄한 인간 고은식. 그런 악마와 함께 살고 있는 세진에게 뜻밖의 기회가 찾아온다.이들의 비밀스러운 삶을 집요하게 파고드는 형사와 고은식으로부터 어린 시절 온갖 학대를 받으며 살아온 의문의 남자가 복수를 위해 나타난다,9.81,네이버 웹툰
287,닭강정,박지독,"스토리, 개그","좌충우돌 코믹 병맛 닭강정 스릴러!의문의 기계로 인해 사람이 닭강정으로 변했다.알 수 없는 단서들과 연루된 사람들의 사망, 실종까지, 엄청난 비밀이 숨겨져있음이 드러나는데...",9.72,네이버 웹툰
288,머리카락을 뽑으면,이다몽,"스토리, 드라마",기억을 잃어버리는 여중생의 잃어버린 기억 찾기,9.93,네이버 웹툰
289,그 판타지 세계에서 사는 법,촌장,"스토리, 판타지","용사가 마왕을 물리친 후 100년 뒤,과거의 상처를 잊은 그 판타지 세계 주민들 이야기",9.98,네이버 웹툰
290,어쩐지 수상하더라,디기사 / 두둥,"스토리, 개그",조직폭력배 전두엽의 보물을 훼손하고 도망자 신세로 전락해버린 손세인. 위기의 상황을 벗어나기 위해 여장 생활을 선택한다. 어쩐지 수상하더라니...,9.85,네이버 웹툰
291,마음의소리,조석,"에피소드, 개그",솔직 담백 최강의 개그 만화 마음의 소리 날 가져요 엉엉,9.86,네이버 웹툰
292,귀전구담,QTT,"옴니버스, 스릴러",사람들은 모여 무서운 이야기라며 귀신이야기를 한다.귀신들은 모여 귀신보다 더 무섭고 섬뜩한 사람들의 이야기를 한다.,9.98,네이버 웹툰
293,하르모니아,YOON / JINU,"스토리, 스릴러",21세기 개발된 노화방지약 하르모니아로영생을 얻게 된 인류의 이야기,9.94,네이버 웹툰
294,"안녕, 나는 너를 좋아해",하토,"스토리, 감성",특별해지고 싶은 평범한 10대들의 이야기,9.77,네이버 웹툰
295,레이디악숀,령 / 박혬,"스토리, 로맨스","영화감독을 꿈꾸는 연준, 찌질 했던 과거를 숨긴 채 톱배우로서 새 삶을 살던 동창 원도현을 캐스팅하다!",8.76,네이버 웹툰
296,그래서 나는 안티팬과 결혼...,재림,"스토리, 로맨스",세계적인 스타 후준과 그의 공식 안티팬 이근영의24시간 밀착 동거 리얼리티 로맨스. 본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.,9.95,네이버 웹툰
297,에이머,구동인,"스토리, 판타지","작은 우연은 역사를 만든다.지구를 침공한 이성인 팜킨 일당과, 그들을 막아선 초월자 에이머와 지구인의 이야기!",9.79,네이버 웹툰
298,속삭이는 e로맨스,최경아,"스토리, 로맨스",불면증에 걸린 남자와 책만 읽으면 모두를 잠들게하는 여자가 만났다.,9.87,네이버 웹툰
299,마음의 숙제,고아라,"스토리, 감성","13년 전 사라진 나의 첫사랑,흡혈귀가 되어 돌아왔다",9.98,네이버 웹툰
300,이제 곧 죽습니다,이원식 / 꿀찬,"스토리, 드라마",아무래도 이번 생은 실패다.죽음과 함께 시작된 13번의 새로운 삶,9.66,네이버 웹툰
301,방 안의 코끼리,고요,"스토리, 로맨스",8년째 친구인 짝사랑남 . 날 좋아하는 연하남 한여름의 두 사랑 로맨스!,9.97,네이버 웹툰
302,밀웜,쿼시,"스토리, 드라마","먹이사슬 맨 밑바닥의 소년,먹이를 주다.",9.86,네이버 웹툰
303,빙탕후루,장희 / 주호민,"에피소드, 판타지",신과 함께 주호민 작가의 신작! 잔인하고 무자비한 환상 속 요괴들이 현세를 어지럽히는 중국 송나라귀안도사와 여연이 팔귀 퇴치의 여정을 떠난다.,9.96,네이버 웹툰
304,뚝배기 깨러 왔습니다,임성훈,"스토리, 액션",비리를 척결하고자 했던 강백현은 내부고발자로 찍혀 한직으로 좌천된다.크게 절망한 주인공 앞에 뺑소니 사고를 당했던 5급 공무원 최용규의 유령이 나타나는데 .,8.31,네이버 웹툰
305,최후의 만찬,이주영 / 착,"스토리, 드라마","직감으로만 요리하는 은둔고수이자 인스턴트 섭취 중독자인 태한! 정석 레시피 추구, 데코레이션 강박주의자인 차윤의 티격태격!맛깔 제대로 나는 스펙터클 푸드 스릴러 한 판!",9.57,네이버 웹툰
306,102030,H / JMS,"스토리, 일상","부딪히고 깨져도, 꿈꾸고 사랑하는 우리들의 초상! 공감 200 일상공감시트콤이 온다!",8.97,네이버 웹툰
307,진정친구,설주,"스토리, 개그",절대 못생긴 게 아니라 잘생긴 애 옆에 붙어 다녀서 못생겨 보이는 주인공 안경태 친구의 여자친구만 좋아하는 잘생긴 변태 훈 뭘 하든 도가 지나친 조지세 진짜 정으로 만나는 이상한 친구들의 유쾌한 리얼 코미디!,9.81,네이버 웹툰
308,살의,길연,"스토리, 스릴러","2016년, 타인의 살의 를 조종하여 살인을 저지르게 만드는 미치광이 살인설계자 에 대한 소문이 무성하다. 급기야 경찰에서는 살인설계자 전담반 까지 만들어 그를 ㅤㅉㅗㅈ는 도중, 그의 본 모습을 목격했을 것으로 추정되는 서은영을 찾아 나서는데...",9.68,네이버 웹툰
309,우리 안의 주,폭스바니,"에피소드, 일상",신입생 엠티에서 환영주를 마시고 강렬한 주사를 부린 탓에 부침개 라는 별명 얻은 주인공 박열.술에 강해져 오명을 극복하고자 술 동아리 에 들어간 박열은 어마어마한 괴짜 술꾼들과 마주하게 되는데 .,9.11,네이버 웹툰
310,검은인간,이저녁,"스토리, 액션","너의 흉터도, 너의 두 눈도, 그리고... 너의 힘까지! 지금부터 모든 걸 바꿔줄게.",9.98,네이버 웹툰
311,호러전파상,봄소희 / 김선희,"옴니버스, 판타지",명심하세요. 전자기기로 인한 피해는 이 가게에서 책임지지 않습니다. 정체불명 전파상 주인 야크 의 미스터리 호러,9.75,네이버 웹툰
312,여고전설,어스문 / 이제스,"스토리, 액션","약육강식의 여고, 센 언니들이 몰려온다.",8.72,네이버 웹툰
313,오라존미,허5파6,"스토리, 드라마",만화를 그리는 작가와 만화를 말하는 작가.,9.98,네이버 웹툰
314,열정호구,솔뱅이,"에피소드, 드라마",멀고도 험한 취업 관문을 뚫고 드디어 취업에 성공!?꽃길만 펼쳐질 줄 알았는데...어쩐지 열정페이의 함정에 빠진 것만 같다.,9.93,네이버 웹툰
315,사소한 냐냐,LICO,"에피소드, 일상",움직이는 웹툰 숏애니! 4개월 이후 중성화 수술을 하게 되는 냐냐 과연 사.소 사이코패스 소시오패스 한 고양이로 거듭나 땅콩을 사수할 수 있을까?!,9.86,네이버 웹툰
316,[드라마원작] 스위트홈,김칸비 / 황영찬,"스토리, 스릴러","절망의 세상을 비관하고 스스로를 고립시킨 한 소년,하지만 이제 소년은 밖으로 나가고 싶다.",9.97,네이버 웹툰
317,오빠야 누나야,긴유,"에피소드, 일상",우리 오빠들은 허락 못한다!그건 누나들도 마찬가지거든?!,9.62,네이버 웹툰
318,신의한수,이순기 / 민홍기,"스토리, 드라마","여기, 배신으로 점철된 삶을 살아온 한 여자가 있다.그녀는 사람이면 학을 떼는 냉소주의자.그래서 그녀는 사기꾼이 되었다. 그것도 떼돈을 벌어들이는 쌔끈한 점쟁이 사기꾼!",9.53,네이버 웹툰
319,조선방랑야사,가현,"스토리, 시대극","한때 조선 한양 책방에서 연애담 소설로 최고 인기를 구가하던 선비 성기임.수험 압박 탓인지 새로운 신예 방랑 서자 에 밀려, 고전을 면치 못하고 있다.하루라도 빨리 옛 명성을 되찾겠다는 결심으로 실생활 밀접형 소재를 찾기 위해직접 저잣거리로 나서게 되는데, 과연 성 선비는 목적을 달성할 수 있을까 ?",9.89,네이버 웹툰
320,좀비소녀,DAMA,"스토리, 액션","어릴 적 화재와 화상 흉터로 한없이 움추러드는 사춘기 소녀 원나.그런 그녀에게 닥친 생애 최초, 최고의 상황 좀비바이러스.좀비바이러스에 전염된 마을 어르신들을 지킬 수 있는 건, 오직 원나뿐!힐링감 넘치는 원나의 웃픈 성장기 좀비소녀 를 소개합니다!",9.88,네이버 웹툰
321,환생소녀,이지훈 / 한아름,"스토리, 판타지","은진이와 윤재는 어릴 때부터 한동네에서 자란 친구 사이로 매번 티격태격하지만, 어느 순간부터 서로에게 친구 이상의 감정을 느끼게 된다. 친구와 연인사이에서 갈등하다 더 이상 피하지 않고 자신의 마음을 전하기로 마음먹은 그날, 은진이네 가족에게 예상치 못한 사고가 일어나고, 놀랍게도 은진이는 전생의 기억을 고스란히 가지고 박다미라는 새로운 생명으로 탄생한다. 이후 전생의 기억과 인간관계, 현생의 일상과 인간관계 사이에 금이 가지 않도록 그녀만의 비밀스러운 생활이 시작되는데...",9.82,네이버 웹툰
322,방정사,할리데이 / 도진,"스토리, 액션","인간의 모습으로 변한 12 지신 방정사 가 신의 저울인 천평 으로 피해자의 고통인 홍고 와 가해자의 고통인 흑고 의 무게를 측정하여, 그에 맞는 벌을 내린다. 저울은 진실해야 하고, 죄와 벌의 무게는 같아야 한다. 하늘의 명에 따라, 인간의 죄를 벌하는 12 방정사의 죄와 벌 에 관한 판타지 휴먼 드라마!",9.91,네이버 웹툰
323,데이빗,d몬,"스토리, 드라마",시골 농장 데이빗의 자아를 찾기 위한 여정.사람은 무엇으로 정의하는가,9.92,네이버 웹툰
324,푸른사막 아아루,달꽃,"스토리, 판타지","물의 별 아아루에 걸린 저주를 풀기 위한두 왕녀의 일대기, 그리고 사랑",9.97,네이버 웹툰
325,첫사랑입니다만,산차,"스토리, 로맨스",숨기고 싶은 그녀와 밝히고 싶은 그의 밀당 로맨스!,9.93,네이버 웹툰
326,갓!김치,김민우,"에피소드, 개그",1000 신토불이 히어로 등장!,7.39,네이버 웹툰
