,title,author,day,genre,story,platform,t_image,ID
529,대귀갑사,"당가삼소,DL.Sir",목,소년만화,"양부모의 손에 자란 주인공 39 강유 39 는 마을 10대 악인들 중 하나로, 다른 양아치들마저도 무서워서 피하는 인물이다. 그러던 어느 날, 갑자기 선심이 발동하여 벼랑 끝에서 자살하려는 한 남자 39 임천 39 을 구해주고 자신의 부하로 삼는다. 임천도 자신을 구해준 강유가 수행의 대문파 39 천기문 39 의 제자를 뽑는 39 선발 39 에 통과 될 뻔했던 사실을 알게 되고, 39 선발 39 에 참여하기 위한 기회를 얻기 위해 그를 따라다니는데... 임천은 자신을 위해 노력하는 강유에게 고마운 감정을 느낌과 동시에 자신보다 잘하는게 많고 똑똑한 주인공을 질투하기 시작한다. 그러다 결국, 천기문의 선발에서 강유는 떨어지고 본인만 합격하자 점점 숨겨왔던 본성을 드러내기 시작한다. 한편, 현실을 받아들이고 평범하게 살기로 마음 먹은 강유는 우연히 몇 개의 주사위를 얻게 되면서 신기한 힘이 생기게 되는데... 신인왕좌 의 39 일렉스 39 가 평생동안 추구하던 솔디케이션 귀갑술 의 비밀이 파헤쳐진다!!",카카오페이지,cdK3if/hynaGqeI5B/gP5q4uUdnaGwaIZGG4ge2k,52785045
531,자꾸 그러시면 저 녹아요. [BL],Jiuye,목,BL/GL만화,"사부님, 자꾸 그러시면 전 녹아 없어지고 말거예요. 끈적끈적한 눈빛과 에로틱한 손길로 제자를 애달프게 하는 사부가 있다면 ? 어릴 적 생명의 은인을 사부로 둔 현도. 자신의 부모를 죽인 원수들에게 복수를 하기 위해 칼날이 되고자 하나 그의 타고난 운명은 그렇질 못하는데 . 과연 현도는 자신의 운명을 받아들일 것인지, 아니면 칼날이 되어 부모님의 원수에게 복수를 할 것인지 . 그리고 사부의 진심은 과연 무엇인지!? 현도의 미래를 위한 것인지, 아니면 자신의 본능을 만족시키려 하는 것인지 .",카카오페이지,RcEwf/hyATx1Vm0n/TKfznxOEk8AiS6aFAwF2u1,53726212
532,프로레슬링의 신,"COBY,홍상기,뇌조",목,소년만화,"본 작품은 픽션입니다. 실존하는 인물, 단체, 지명, 사건 등과는 아무런 관계가 없습니다. 누구보다 프로레슬링을 사랑하지만, 인종의 한계를 넘지 못한 준호킴. 성과 없는 은퇴 후 공사장 잡부로 일하던 와중 불의의 사고에 휘말리고 눈을 떠보니 입사 시험 전날로 돌아왔다?! 이번엔 내 커리어를 승률 0.7 의 악역 쿵 퓨리로 끝내지 않겠어! 죽도록 구르며 배운 기술들과 미래에 대한 정보를 가진 채 20대의 몸으로 회귀했다. 커리어 내내 패배 전문 악역 자버 로 구르던 역사를 반복하지 않겠다. 앞으로 한 시대를 풍미할 레슬러들과 함께 프로레슬링계의 역사를 다시 쓴다. 시대의 아이콘 이라 불리는 프로레슬링의 신이 되기 위해!",카카오페이지,h7Dvq/hyQ9Tm0qyU/yIKPtoLRQ2KM5wmKfKqWWk,56311337
533,"깨어나세요, 용사여","건우건조,아나나스,다나안",목,로판만화,"마나를 봉인 당한 다섯 용사, 그리고 그들을 치료할 단 한 명의 약제사. 제국의 음모에 맞서다! 제국의 감시를 피해 죽음의 숲에 자리 잡은 양 수인족 카카나 . 그녀 앞에 정체 불명의 다섯 남자가 나타났다. 우리를 치료해 주시겠습니까? 마나를 봉인 당한 자신들을 치료할 유일한 약사가 카카나라는 것. 제국의 세력은 이들을 잡기 위해 포위망을 좁혀오고 있는데, 과연 카카나는 다섯 남자를 무사히 치료하고 원래의 평화로운 삶을 되찾을 수 있을까? 세기의 천재 약제사지만 자각이 없는 여주와 제국 최고의 실력자 용사들의 예측불가 공생라이프가 시작된다! 35 양수인족여주 35 제대로코꿰인여주 35 용사로이름꽤날렸었던남주들 35 일처다부가능한세계관",카카오페이지,mURDP/hyATqg2dL0/z3Dd7TcDz2jqkKwPO7o9zK,54197401
536,최강마존 데릴사위,"조갱,간두혼E.F","목, 일",액션무협만화,"최강마존의 아들, 황제의 데릴사위가 되다. 현재는 21세기 과학자이며, 전생엔 39 헌원호 39 로 살았던 주인공은 전생의 원한을 풀기 위해 천서의 도움으로 첫 번째 생으로 돌아간다. 하지만 원래의 몸이 아닌 모두에게 쓰레기 취급 받는 약골 마존의 양자 39 소강운 39 의 몸으로 돌아가게 되는데 무예와 21세기의 과학 지식을 겸비하고 첫 번째 생으로 돌아온 헌원호는 약골 소강운의 몸으로 정파에 대한 복수를 다짐한다.",카카오페이지,WMZ28/hyEdcs16xg/mAxMivx0J8aPoK5wie8N70,55390372
537,언더 더 메모리,황비노,목,BL/GL만화,"5년 전, 모종의 사건으로 인해 외상 후 스트레스 장애와 해리성 기억장애를 겪게 된 현주. 그럼에도 밝은 대학 생활을 이어가던 현주 앞에 미국으로 유학 갔던 친구 민준이 나타난다. 차분했던 고딩 때와 달리 미국물 탓인지 민준은 현주에게 거침없이 다가오고, 현주는 그런 민준이 낯설면서도 마음이 흔들린다. 하지만 민준과 함께하는 시간이 길어질수록 기억 깊숙이 가라앉아 있던 과거가 되살아나기 시작하는데!",카카오페이지,LrVP6/hyCvkFPguU/CKPjc7nZAp6FhZxHzKds50,54478953
538,재벌라이프,SF Light Novel,목,소년만화,"이름만 재벌인 평범함의 극치, 나재벌! 꿈꾸던 백진 그룹 면접을 보러 가는 길에 미인의 포르쉐를 긁어 버렸다! 그런데 이 사람, 백진그룹 회장의 딸이라고?! 게다가 학교에 가도, 아르바이트를 해도 미인들의 늪에서 빠져나올 수가 없다! 나, 계속 평범하게 살 수 있을까?",카카오페이지,GJGOl/hyATojAbCH/TdE6zQYVOXP0LBoXM2XFkK,52809185
539,유생이 나타났다!,포핀,목,로맨스만화,"아무래도 내가 이 시대 사람이 아닌 것 같소 ! 모두가 유생복을 입고 전통 신입생 환영회를 하는 날, 채원은 옷이며 말투며 과거 유생 콘셉트에 충실한 한 남학생을 발견한다. 채원은 얼떨결의 남학생의 도움을 받는데 그런데 콘셉충인 줄 알았던 남학생이 사실은 타임 슬립 되어 온 조선인?! 대학교 신입생 채원과 조선 시대 유생 하진의 요절복통 이야기! 유생이 나타났다! 포핀 학산문화사",카카오페이지,hcVBe/hyZ8ANbOeS/sAaTKlc3Q48fMHNBabN20K,56180828
540,다인철소,"황영철,김병철",목,액션무협만화,"고려사 지리지 제10권. 나라에서 버림받은 철소 마을 천민들이 세계 최강 몽고군을 물리쳤다! 철소 마을엔 피난 온 백성들과 무기와 철들로 가득하다. 마을 앞엔 철소를 초토화하려는 몽고 장수 39 몽케 39 와 그를 따르는 수백기의 몽고군이 있다. 철소 마을의 천둥벌거숭이 39 지귀 39 와 차가운 젊은 장수 39 어사화 39 . 신분부터 성격까지 전부 다른 두 사람은 힘을 합쳐 몽고군을 막아야 하지만, 사사건건 대립한다. 과연, 다인 철소는 몽고군의 침입 앞에 무사할 수 있을 것인가? 그리고 지귀와 어사화는 잔악무도한 몽케를 이길 수 있을까?",카카오페이지,cpCeOo/hyQ9NVz981/ZIkxGInBuoatPGnAYMhRcK,56798032
542,이 조폭은 귀여워,Tiaogeng & Liangzhimao,목,로맨스만화,거대한 기업이자 조폭 가문인 송씨 가문의 후계자 송하림! 그리고 송하림의 둘도 없는 친구이자 든든한 오른팔인 백단! 그런데 백단에겐 커다란 비밀이 숨어 있다?! 그 39 비밀 39 로 인해 달콤하면서도 위험한 관계가 되어가는 두 사람. 과연 백단은 비밀을 지키고 사랑을 차지할 수 있을까?,카카오페이지,bWcVLq/hyCvmcYUzk/jHrc3gSQ4YEUjvJXAFuPik,53932420
543,차가운 나,Summerzoo,목,BL/GL만화,"싸늘한 몸, 비정상적인 식욕, 잃어버린 기억... 최근 몇 달간의 기억을 잃어버린 차은혁, 뒤죽박죽으로 떠오르는 기억들은 끔찍하기만 한데... 배는 고프지만 학교는 가야 한다. 학교에서 그런 은혁을 기다리고 있는 것은 은혁의 상대에 대해 뭔가 알고 있는 것 같은 동급생 안재민, 안재민, 도대체 너 뭘 알고 있는 거야?!",카카오페이지,bAPblX/hyF24fwu4L/zA1pRMqcyxIQHhPG9PpgT0,55775137
544,황자님께 입덕합니다 무빙툰,죽선,목,로판만화,"취미로 쓴 팬픽이 선풍적인 인기로 황족의 귀에까지 들어가 불경죄로 체포된 주인공. 그러나 팬픽 덕분에 첫째 황자의 이미지가 좋아지고, 그 누나인 황녀는 이를 정치적으로 이용하기 위해 주인공을 곁에 둔다. 덕분에 마음껏 덕질하는 주인공과, 그런 주인공이 껄끄러운 황자. 둘은 티격태격하면서도 점차 가까워지는데 . 황자님께 입덕합니다 성우진 안젤라 역 김하루님 레이번 역 남도형님 호야 역 김현심님 마노 역 장서화님 챈슬러 역 박민기님 페르데릭 역 이경태님 가넷 역 방시우님 보르본 역 김예림님 엘드리지 역 강새봄님 영상편집 박선용, 황여울, 이상연, 김도율 김충연, 강한솔",카카오페이지,de76pF/hyQ9UULxx3/DsBeAWrs7SG2P54XCpVNB1,56651030
545,천계지부 로망컴퍼니 [개정판],멈(MUM),목,BL/GL만화,인류의 빠른 진화로 인해 천사와 악마는 숭배받지 못하고 대규모 실직 사태를 겪는다. 이 위기를 타파하기 위해 신이 만든 최초의 천악 협력기관 로망컴퍼니 . 그곳에서 펼쳐지는 천국처럼 황홀하고 지옥처럼 뜨거운 사내연애,카카오페이지,z87Io/hy41LJMUcI/skOL9Zk4bnVpLsIs3YrPF0,56938361
546,원더 우먼,"그렉 러카,리암 샤프",목,소년만화,"전쟁의 신 아레스로부터 세상을 지키기 위해 고향을 떠났던 원더 우먼이 기억을 잃었다. 세상 사람들은 그녀를 평등의 우상, 힘의 상징, 평화와 정의의 지치지 않는 챔피언이라 칭하며 최고의 영웅으로 꼽지만 정작 그녀는 자신의 기원과 고향 섬 테미스키라로 돌아가는 길을 전혀 떠올릴 수가 없다. 게다가 늘 지니고 다니는 진실의 올가미의 힘도 기억과 함께 사라졌다. 원더 우먼은 자신의 과거를 아는 이를 찾아 나선다. 한때 둘도 없는 친구였으나 이젠 숙적이 되어 버린 치타를 찾아서 . 이 말도 안 되는 동맹을 통해 원더 우먼은 기억과 힘을 되찾아 자매들과 세상을 구할 수 있을 것인가? 아니면 답을 찾아 나선 여정이 오히려 그녀를 더욱 어둡고 지독한 곳으로 이끌 것인가?",카카오페이지,dR3iU/hyZ8zmCdWI/pdll8gs1cKAgRjAU0WkJbK,56901633
547,트러블,"NASTY CAT,여름비",목,소년만화,드넓은 세계 39 르도완 39 을 통치하고 있는 신은 어느날 르도완에 새로운 신법을 내린다. 바로 잉태를 금지 하는 것. 잉태를 금지당한 이들은 사랑하는 사람과 자식들을 위해 반란을 일으키지만 신과 신을 따르는 자들의 힘은 너무나 막강하다. 신은 신법 이후에 태어나는 아이들을 반역자의 아이라 칭하며 모두 죽이거나 신의 노예로 만들어 버린다. 그런 혼란스러운 세상에 신을 처단하려는 자들이 생겨나고 그들의 처절한 싸움이 시작된다.,카카오페이지,BxUcg/hyEde50LWh/IyYr99byfmrhzDtIY6Ag41,55549210
548,스트레서,직씨,목,소년만화,"과잉 스트레스 증후군에 걸린 사람들과, 그들을 구하기 위한 팀, 그리고 여고생 이하경의 이야기",카카오페이지,cnBMKf/hyATqag7m6/tLnTr9YUKhZrCtv3kotmX0,53241986
549,이몽일청,지움,목,드라마만화,사람이 보지 못하는 몽 이라 불리는 것들이 모여 사는 이몽 이라 칭하는 곳에서 거주하던 이몽치유사 34 일청 34 은 자신의 스승 34 낙명 34 이 이몽의 부 관리자 중 하나인 34 정몽 34 을 살해하고 도주한 죄로 인해 이몽에서 사람들이 사는 34 현재 34 로 추방당한다. 현재에서 일청은 고위 몽인 39 베스타 39 와 함께 여러 몽들의 품 을 치료해주는 34 이몽일청 34 을 운영하며 평화로운 일상을 보낸다. 그러던 어느 날 사람이 찾아올리 없는 이 곳에 34 이몽일청 34 에 한 소년이 찾아오는데...,카카오페이지,bQWtb6/hyLi7MfKwp/70RvK4MFWX7OKpJ9XimEI0,56368179
550,사상최강: 깨어난 영웅들,"요지홍,쿠링 스튜디오 십부차원",목,소년만화,전설 속 영웅들이 깨어난다...! 34 사상최강 34 대회 우승국에겐 10년의 자원 독점권이 주어진다! 이에 세계는 복제 기술을 개발해 역사 속 전설들을 다시 불러 모으기 시작하는데! 과연 승자는 누가 될 것인가!,카카오페이지,SnoXL/hyATuc1Ta3/IphZOVS6gusfMimZ0zwluK,54645341
551,돌로의 운명캡슐,토끼,목,로맨스만화,"원하는 것은 무엇이든 이루어주는 신기한 캡슐이 있다면, 한 알의 캡슐로 꿈도 꾸지 못했던 일들이 현실로 일어난다면, 당신은 그 캡슐을 먹을 건가요? 당신에게 가장 소중한 것이 대가일지라도 어느 날 나타난 신비한 토끼 돌로와 돌로의 운명 캡슐을 둘러싼 이들이 써 내려간 가장 반짝이는 청춘의 순간.",카카오페이지,lO66v/hyF29VxeJ2/S07LNIFftuZ6jKqV2rJjB0,55518072
552,산해봉신,"SYSR작업실,BoarKnight,천뢰저",목,액션무협만화,"가문의 소가주였던 남주는 하루 아침에 부모님을 잃고 광부로 전락하여 매일 광산에서 중노동을 하면서 복수를 다짐하지만 힘도 아무것도 없는 그는 결국 무참히 살해당하고 만다. 하지만 그가 버려진 황무지의 아래는 상고 신수 추오 가 잠들어있는 곳이었고, 세상이 어지럽고 악이 판을 치는 난세가 당도하면 깨어난다고 전해지는 추오는 남주의 피에 의해 눈을 뜨게 된다. 추오는 남주에게 신비로운 힘을 주어 다시 깨어나게 한다. 힘을 얻게 된 남주는 복수를 하고 실종된 누이를 찾고 악한 자를 물리치고 정의를 바로잡겠다 다짐하는데...!",카카오페이지,sGVU9/hyCRfxxibJ/78MMEGY1dqZ3IJVkoIkKqK,54885036
553,전처의 유혹[개정판],극천운만,목,로맨스만화,"이 남자는 원래 언니와 사랑하는 사이였다. 그리고 나는 이 남자를 몰래 짝사랑했었는데... 3년 전, 언니가 외국으로 떠나게 되었고 나는 아버지의 유언대로 언니 대신 유 씨 집안에 시집을 왔다. 내 결혼 생활은 유 씨 집안에서 무시당하는건 일상이었고, 남편이라는 사람은 나를 원하지 않을뿐더러 심지어 대놓고 다른 애인마저 집에 들이고 있다. 그러던 중, 외국으로 떠났던 언니마저 돌아오게 되는데",카카오페이지,bTercC/hyATt6eEXd/e0aZjdyfXyhLApXlLLWz6K,52022851
554,개구리 공주,게살버거,목,로판만화,"고작 마녀의 저주 때문에 평생 외롭게 살아야 한다고?! 영악한 마녀의 속임수로 저주에 걸린 개구리 왕국의 마지막 공주, 왕자겸. 저주를 풀기 위해 마녀의 집에 잠입하여, 드디어 저주를 풀 방법을 찾게 된다! 그런데 그 순간! 마녀의 집을 지키고 있던 감시자에게 발각되고, 치열한 몸싸움을 벌이다 마녀의 방에 있던 거울을 깨뜨리는데 34 여긴 어디? 너는 누구 ? 34",카카오페이지,bbujTn/hyZ8B6lcJK/4WVIKLGhbKHOXJRDtUtLR1,57231274
555,천계구매대행,Hungry Studio,목,소년만화,"내 이름은 김무형, 대학교 2학년생. 아르바이트로 구매대행을 하고 있는데, 이게 제법 쏠쏠하다. 이번 거래를 마치면 크게 한탕 벌 수 있는데 . 불법 구매 대행이라 물건을 전부 압수당했다. 망했다!!! 그 물건은 조폭 조직 아가씨가 구매 요청한 거라고!! 살기 위해 할아버지와 살던 집을 담보로 내놓으려고 하는데, 어라? 이 문을 열어보니 그곳은 .. 네? 제가 천계에서 구매대행을요?",카카오페이지,bL47DG/hyF25Zs3Cq/1AHKB7RnfMnRG3X5LM7YiK,55524313
556,양아치 사냥꾼,정범구,목,액션무협만화,"나는 양아치 소굴 만봉남고의 괴롭힘 받는 약골.. 여느날과 다름없던 어느날, 한줄기 빛과 같던 그의 등장! 지금부터 양아치들 참교육 들어갑니다 !",카카오페이지,cq6CH/hyAToYf0jR/tJkoDJq3nEX6yh4sczxgJk,54866512
557,가시 뽑힌 장미,"WCOP,채은",목,로맨스만화,"독점 태신호텔 컨시어지 매니저 세연은 회식에서 잔뜩 취한 상태로 절친인 서진의 바 에 놀러갔다가 방을 착각하여 낭패를 당할 뻔했지만 승하를 만나 위기를 모면한다. 그 사건으로 세연이 아끼던 구두 39 블랙이 39 의 한 짝을 잃어버리고 낙담하던 중, 승하가 고객님으로서 다시 그녀 앞에 나타났는데... 어젯밤엔, 맨발로 귀가했습니까? 맙소사. 그랬던 그가 내 소중한 블랙이를 도둑질 ? 한 변태였다니...!! 고객님. 실례지만 체크아웃 예정일이 언제이신가요? 그건 왜 묻습니까. 수위 조절이 좀 필요해서 그렇습니다. 호텔 지붕 아래서 벌어지는 그와 그녀의 유쾌 발랄 로맨스!",카카오페이지,imLFz/hyCvkMwJLW/SgcQUwB6ZENWSnizdh2uPK,54228158
558,신의 게임의 신(완전판),"윤재호,조승엽",목,소년만화,삼류대 학생이라 집에서 무시와 구박만 받는 명인. 하지만 명인의 진짜 정체는 부와 명예를 누리는 온라인 게임계의 스타플레이어 39 갓 오브 게임 39 이런 이중생활을 즐기고 있는 명인에게 어느 날 세 미녀들이 찾아온다. 그녀들을 통해 알게 된 것은 이 세상을 지배하는 것은 바로 초월자들이 플레이하는 39 신 의 게임 39 을 통해서라고 하는 충격적 사실이었다. 그리고 그녀들은 명인에게 자신의 파트너가 되어 세계를 지배하는 39 신의 게임 39 에 도전하라고 말하는데... 세상을 지배하는 선택된 자들만의 게임! 그곳에 사상 최강의 플레이어 가 데뷔 한다! 35 매주 목요일에 카카오페이지 독점으로 연재됩니다.,카카오페이지,44WNX/hyAToDMyND/et1btYRwk8KFrmpsKg4CV1,53556305
559,전설의 용사,Jiuye,목,소년만화,"39 용사여! 악을 물리치고 많은 이를 구하소서! 39 존재감 제로, 불운의 아이콘 소년 양지민! 그리고 같은 이름을 가진 존예 여신 양지민! 어느 날 소년 양지민 앞에 나타난 마법사 에스텔. 39 용사님! 이세계로 가셔서 교황을 물리치고 많은 백성을 구해주세요! 39 용사? 그딴 거에 전 혀 관심 없는 지민은 오로지 여신 지민만을 바라보는데 . 그 순간, 이세계에서 온 히드라 때문에 여신 지민은 죽음의 문턱까지 가게 되는데! 과연 같은 이름에 다른 운명을 타고난 두 명의 지민에게 어떠한 일이 일어나는 것일까!",카카오페이지,bQOerh/hyCvk6Txej/9fX6U4RSAeOGxnvXDLSDR1,53073020
560,그래서 오늘도 삽니다,박넝쿨,목,드라마만화,"사소한 일에도 쉽사리 스트레스를 받는 29살 싱글 여성 하루. 덕질로 힐링을 하며 스트레스 투성이인 하루하루를 버텨보지만 그것으로도 도저히 안되는 때가 있다. 그럴 때, 하루의 스트레스 극복 방법은 바로 비용 지출하기! 어쩌면 쓸데없이 써버린 아까운 돈 일 수도 있지만 비용을 지출하고 얻는 소소한 물건들이 주는 위로는 생각보다 크다.",카카오페이지,bwDu2d/hyATtrlkhN/7dLBTSe27613UydZxKY4i0,54018797
561,마시멜로 아저씨,아마,목,로맨스만화,"39 무슨 소리예요! 아저씨는 이기적이지 않아요! 아저씨를 사랑하는 건 저라고요 39 우울한 가정환경! 우울한 학교생활! 그런 가운데 꿋꿋이 견디는 건 내 마음을 모두 메우고 있는 날 두고 떠난 엄마 엄마에 대한 미움이 점점 커질 때 우연히 만난 무섭게 생긴 아저씨. 얼어붙어만 가던 내 마음을 아저씨는 다크써클이 가득한 눈으로 녹여주었다. 중학교 시절부터 억울한 얼굴 때문에 억울한 일을 많이 당했어. 모두 내 얼굴만 보면 내가 의사라는 것을 믿지 않았어. 물론 그 아이도 역시나 동내 건달인 줄 알았더라고. 정작 움츠려있던 내 마음을 녹여 준 것은 그 아이의 따뜻한 마음이었어. 39 이 마음, 동정은 아니지만, 더더욱 사랑은 아닐 거라 믿어. 39",카카오페이지,cqmIvP/hyATyfCn1v/iV2iEaqi1FB8gvUPDdwGr1,54201210
562,랑야방,"해연,엄조형조",목,드라마만화,"간신들의 모함으로 멸문을 당한 소년 장수 임수 는 눈앞에서 가족을 잃고, 지옥에서 홀로 살아남는다. 그리고 12년 뒤, 그는 복수의 칼을 품고, 강좌맹 의 맹주인 매장소 로 신분을 바꾼 채 금릉 에 나타난다. 한편, 랑야방 의 일인자인 그가 나타나자, 후계자 자리를 놓고 경쟁 중이던 왕자들이 그를 데려가기 위해 분주한다. 하지만 정작 매장소 는 그 누구도 관심을 갖지 않은 친구 정왕 을 주군으로 모시기로 한다. 과연, 매장소 는 정왕을 황제로 등극시키고, 복수를 이룰 수 있을 것인가?",카카오페이지,bay7k9/hyATpo70bB/OZkS4H6jIVTOxbTeBQkr20,53504909
563,결혼을 못 하는 데는 이유가 있다,murasaki,목,드라마만화,"서른 전에 결혼을 꼭 하기를 원하는 마리코는 좋아하는 토미자와에게 고백을 받았다. 이제 행복한 웨딩라이프만 기다리는 줄 알았는데 이 남자, 취향이 남다르다?! 과연, 마리코는 결혼을 할 수 있을까?",카카오페이지,dclW9J/hyfN7pfFPB/eTvNIXdYjlAAiI4IDj3b4K,55464494
564,도미노파이,재활용,목,소년만화,"인간의 욕심으로 멸망한 지구와 인류. 유일한 희망이라 불리우는 39 아리아 님의 탑 39 과, 그 탑에 사는 로봇들은 알지 못하는 39 또다른 세계 39 , 그리고 이 두 세계에서 일어나는 갖가지 사건들! 천재소녀 39 도미노 39 , 그리고 그녀의 친구이자 로봇 39 파이 39 ! 그밖에 가지각색의 매력 있는 캐릭터들이 대거 등장하는 파란만장 판타지! 대인기 학원코믹 연민의 굴레 재활용 작가의 최신작!!",카카오페이지,b7Yena/hyF2732Fnk/eGEkgO9BUKQPFfTVgwQfoK,55012323
565,순혈의 군장,WONDER,목,액션무협만화,"인지할 수 없는 존재에 대적하는 자는, 39 순수한 우리 39 여야만 하는가? 다문화 청소년 원희는 일상 속에 만연한 차별과 상처를 겪으면서도 마음 속의 괴물에게 먹이를 주지 말라는 어머니의 가르침을 되새기며 묵묵히 살아간다. 그러던 어느날, 부정적인 감정이 형태를 이룬 39 초기출현형태 39 와 대적하던 우나리를 만나 자신도 모르던 힘을 마주하고, 다른 각성자 무리에 휩쓸리며 그의 일상은 엉뚱한 방향으로 나아가기 시작하는데 .",카카오페이지,jXFwE/hy41I6ZSzA/RyeEof79xsPhFNiuY50Xw0,56563263
566,내 사랑 달기,양파,목,소년만화,갑자기 뭐?! 내가 널 살려준 은인이라고?! 결혼하자고?! 사람도 아닌 요괴랑?! 스스로 너무나도 평범하다고 생각했던 고등학생 준수! 그런 준수에게 잊고있었던 요괴사냥꾼이라는 가업을 일깨워줄 일상파괴자들이 찾아온다!,카카오페이지,bxYLc6/hyCveTbtD8/XmuoryinLKjgLJPIqb3vq1,54753333
568,화홍,"웹툰 서윤영,원작 소설 이지환",금,로맨스만화,"1부 단국의 고고하고 잘난 욱제 전하, 어리고 못난 소혜 아씨를 중전으로 맞이하였도다. 허나 욱제 전하, 잉첩인 희란 만 어여삐 여기고, 조강지처 소혜 아씨, 소박만 주는구나. 외롭고 힘든 궁궐 생활 홀로 버텨내던 중전마마, 이제 회임할 수 있는 진짜 여인이 되었으니! 어느 순간 욱제 전하의 눈길이 중전마마에게로 향하는 것인데 두 지존마마, 과연 귀한 사랑의 결실을 이룰 수 있을 것인가? 로맨스 장편 소설의 대가 이지환 작가의 원작 화홍 이 본격 궁중 로맨스 만화로 재탄생!!! 2부 욱제 전하와 소혜 마마 슬하 네 분의 왕자님과 두 분의 공주를 두셨으니, 이는 단국의 큰 복이라 장성하시어 세자빈을 맞이할 보령되신 단국의 세자저하, 예전부터 맘에 품었던 처자 연희 아씨 계셨으나 연희 아씨 성정 보통 아니라. 세자빈 되겠노라 저하와 약조해두곤 도망치기 일쑤로구나. 겨우겨우 세자빈 간택은 되었으나 간택된 날조차도 궐 담 넘겠다 아둥바둥하던 연희 아씨, 미리 아씨를 기다리고 있던 세자저하에게 보쌈당해버리니! 그 밤에 세자저하와 연희 아씨 과연 무슨 일이 있었으려나 ?! 더욱 화려하고 더욱 색 스러워진 화홍 2부! 각양각색 스타일의 구중궁궐 연애담을 지금 만나보세요",카카오페이지,rXsr4/hy41LCCbZh/fBVAe3YWcZVU3fOL0tJxPk,50108424
569,SSS급 죽어야 사는 헌터,"네이다,Bill K,신노아",금,소년만화,"급 말단 헌터 김공자 . 랭킹 1위 염제 를 부러워하던 어느 날, 무려 급 스킬을 얻는다. 하지만 기쁨도 잠시, 어째 스킬 내용이 이상하다?! 상대의 스킬 중 1개를 복사한다,까지는 좋은데 34 뭐? 내가 죽어야만 발동된다고?! 34 죽어야 사는 헌터의 인간찬가 급 죽어야 사는 헌터",카카오페이지,2XcHF/hzacfyyDaP/AQvywUuQOQ9bmwXoyvCKbK,56243215
570,악역의 엔딩은 죽음뿐,"수월,권겨을",금,로판만화,"역하렘 공략 게임의 악역, 에카르트 공작가의 하나뿐인 공녀이자 입양아 페넬로페로 빙의했다. 그런데 하필 난이도는 극악! 뭘 해도 엔딩은 죽음뿐! 진짜 공녀 가 나타나기 전에 여주의 어장 중 한 명을 공략해서 살아남아야 한다. 사사건건 시비를 거는 오빠 1, 2. 모든 루트가 죽음으로 이어지는 미친 황태자. 여주바라기 마법사와 충직한 노예 기사까지! 일단 가망성 없는 놈들은 바로 버리자. 그동안 제 주제를 잘 몰랐어요. 앞으로는 쭉, 신경 쓰실 일 없이, 쥐죽은 듯 살겠습니다. 근데 왜 자꾸 선을 그을수록 호감도가 오르는 거야?! 악역 페넬로페의 미친 역하렘 공략 게임 생존기! 표지 및 타이틀 로고 디자인 디자인그룹 헌드레드",카카오페이지,usG34/hyQ9SPCDys/GpE5HupsIJkI7Lr2gNkqhK,54845189
571,경성빵집,왕보라(소이미디어),금,드라마만화,"1948년, 어머니에게 떠밀려 원치 않는 결혼을 앞둔 18세 소녀, 34 소앙금 34 의 제빵상경기! 당신이랑은 절대 결혼 안 해요! 전 그냥 빵이 만들고 싶을 뿐이라고요. 아버지의 뒤를 이어 찐빵가게를 여는 염원을 이루기 위해 도망치듯 서울로 향하는 기차를 탄다. 서울에서의 첫날은 녹록지 않았으나, 빵을 사랑하는 남자, 34 태랑 34 과 기묘한 인연이 닿아 서울이 경성이던 시절에 지어진 어느 빵집에 다다르는데... 대한민국 최초의 양과자점, 경성빵집 에서 일어나는 이야기.",카카오페이지,vi1KD/hy41GB2SIB/E67WEKhukzC6x6bTKBkxdK,57554056
573,두 번 사는 랭커,"농농,사도연",금,소년만화,"5년 전 사라진 쌍둥이 동생을 잊고 살던 연우. 어느날 그에게 동생의 유품인 회중시계가 돌아왔다. 그리고 그 속에 숨겨진 일기장. 39 형이 이 일기를 들을 때 즈음이라면 나는 이미 이 세상 사람이 아니겠지. 39 여러 차원과 우주가 교차하는 세계에 놓인 태양의 신 탑, 오벨리스크. 그리고 그곳에 오르다 배신당해 눈을 감아야 했던 동생. 모든 걸 알게 된 연우는 동생이 남겨 둔 일기와 함께 탑을 오르기 시작한다. 39 오늘부터 난. 차정우이다. 39",카카오페이지,nq3eO/hyQ9NfYbtE/zVrCOIyyMDvN7EATDufrA1,52697368
