,title,day,genre,story,platform,Thumbnail
77,서천화원,완결,,황태제비라는 이름의 볼모는 누가 돼도 상관없어. 약소국 월연의 공주 소루하는 정략결혼을 피해 도망친 언니를 대신해 황제의 동생 선우염과 혼례를 치를 위기를 맞는다. 내 나라에 쳐들어와 수많은 병사들을 죽이고 어머니마저 살해한 남자의 아내가 되라고? 무능한 부왕의 명령에 분노한 소루하는 남장을 하고 궁을 빠져나가 복수를 계획한다. 황궁 어의가 되어 황태제에게 접근하겠어! 철이 없지만 검술만은 뛰어난 부잣집 도련님 장여해와 전 황궁 어의 백효청이라는 든든한 조력자를 얻게 된 소루하. 과연 황태제를 죽여 어머니의 복수를 할 수 있을까? 미묘하게 얽혀가는 두 남자와의 관계는 어떻게 흘러갈 것인가?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1997/c2/2x/74777e95-7c88-4435-9a0d-fcf7976f0384
78,유치원 신드롬,완결,,작가를 준비하고 있는 예담은 며칠간 친오빠의 집에 머문다. 하지만 조카가 다니는 유치원이 좀 이상하다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2031/c2/2x/b8fe2f2a-dd28-4722-82e2-76fd9a135b36
79,보글보글ㅤㅊㅑㅂㅤㅊㅑㅂ,완결,,"먹고, 먹으니, 먹으면서, 먹자마자, 먹자 하니, 먹으며, 먹는다면, 먹었으니, 먹을 테니, 먹어서, 먹으려면, 먹고서, 먹을 수가, 먹으려니, 먹자니, 먹으니까 맛있게 잘 먹겠습니다 아, 태어나길 잘했어!!! 매일매일을 행복으로 채우는 맛있는 한입! 보글보글ㅤㅊㅑㅂㅤㅊㅑㅂ",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2115/c2/2x/b6c567cc-8823-4383-9b07-e4a6cd38fb71
80,옆집남자,완결,,서른 살. 청춘의 한 가운데에 놓인 작가 지망생의 생계형 로맨스.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1895/c2/2x/b1e78941-3ef8-459d-aeb9-da35063a0fc6
81,같은 방에서,완결,,"서민 체험할 좁은 방이 필요해요! 한 30평 정도? 재벌집 막내아들, 유하성. 그에게 떨어진 가문의 미션! 한 달간 집을 나가 검소하게 생활하는 이른바 서민 체험 . 높은 서울 물가에 허덕이는 서민, 이지호. 그에게 닥친 위기! 월세를 내려면 룸메이트 를 찾아라. 모태금수저 하성과 프로절약러 지호. 두 남자의 파란만장 동거 라이프 같은 방에서",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2113/c2/2x/beb9081b-cf57-4acd-b350-84df85eb1bdb
82,특별직,완결,,국민청원을 해결하기 위한 특별직. 호연은 임무 수행 중 과거의 숨겨진 진실들을 알게 된다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1774/c2/2x/da56c9b6-27bd-4ea2-a623-5b2ebbbc268b
83,용의주도 황비,완결,,세계관 최강자 백룡 폭군의 아내가 되다?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1917/c2/2x/98bd44c2-e1fc-4d91-ad03-3666d6f6cb19
84,내추럴 리드미칼2,완결,,"액션 활극, 쑈오리 라마가 세상을 바꾼다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1291/c2/2x/6ad6e061-cdf0-4150-a51f-e258f2192dbe
85,괴물아기,완결,,"우연히 괴물 아기를 키우게 된 가출 소년 김호, 과연 그들은 행복해질 수 있을까?!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2104/c2/2x/95f245f8-ac5e-4b99-80fe-6005e96cc5d8
86,냥냐라냥냥,완결,,나만 없어 고양이 집사! 갑자기 생긴 고양이 집사들과의 좌충우돌 휴먼 다큐멘터리,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1918/c2/2x/2c8053ef-b746-4de2-9f2b-2a46d40b48ba
87,구리의 구리구리 컴백,완결,,"논픽션 좌충우돌, 돌아온 구리의 구리구리한 개그 일상툰",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1467/c2/2x/47b68d5e-0861-47a6-b2b9-940530e129f0
88,카페 보문,완결,,사람들의 이야기가 만들어지고 마음을 나누는 공간 카페 보문 오픈하였습니다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2110/c2/2x/f7d1312e-ebca-4086-a86e-1f1d0c157f40
89,일생에 변태를 세 번 만날 확률,완결,,교내 최고 인기인 얼음공주 차미라에게 배달된 선물... 그것은 남자의 ?!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2109/c2/2x/acef14c4-1f08-4d03-894b-da1f728aa37c
90,묘씨맥주점,완결,,솜방망이 손으로 건네는 맥주 한 잔과 작은 위로,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2102/c2/2x/51a56ca3-ec77-43e4-8c76-3cfc0ecec282
91,이게뭐야,완결,,평범하지만 평범하지 않은 두 남자의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1137/c2/2x/6d3277f4-00c7-4ccb-a6c6-4bda6a5c266d
92,미래의 너에게,완결,,"17살!! 연애 경험 , 사랑 ! 연애에는 전혀 관심 없고, 흥미 없던 나. 어느 날 우연히, 꿈속에서 미래의 남자친구를 미리 본다?!! 이게 무슨 일이야?! 두근 두근.. 사랑해... 꿈이 아닌 현실에서도 너를 만나게 됐어. 넌 날 모를 텐데 ... 이건! 사랑의 족보? 근데 말이야...난 아직 연애할 생각이 전혀 없다고..!! 그치만... 왜 이렇게 너에게 눈길이 가는 걸까? 왜 이렇게 넌 나에게 자상해? 왜 이렇게 넌 나한테 잘해줘..? 그리고... 그런 널 보면 난.... 꿈과 현실, 두 공간에 얽힌 미래를 보는 소녀의 풋풋하고 귀여운 특별 로맨스!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1519/c2/2x/5541c874-f788-4312-b2b9-f05dc7fd5c48
93,퍼펙트 마인,완결,,동물의 시체를 찍는 모범생?! 예쁘고 공부까지 잘하는 모범생 백나비는 비밀스러운 취미를 가지고 있다. 어느 날 전학생 허상연에게 전교 1등 자리를 뺏긴 것도 모자라 사체를 찍는 장면을 들켜버리지만 뜻밖에도 허상연은 나를 네 것으로 만들어 달라 며 백나비에게 고백을 해온다. 과연 그의 진짜 속내는 무엇일까. 죽을 만큼 날 사랑할 수 있는 진짜 나의 것 을 향한 일그러진 학원 로맨스!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2015/c2/2x/0f5e3999-3749-4446-a1c9-98dfb8ea8e6f
94,여자만화 구두,완결,,"첫사랑이 짝사랑으로 끝난 후, 처음으로 자꾸 눈길이 가는 남자가 생겼다. 내가 좋아하는 사람이 날 좋아하는 기적 같은 일. 내게도 생길 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2105/c2/2x/9c215212-7470-4da2-8fec-b4f588e28de1
95,우리학교 김선생님,완결,,초보 교사 수지와 완벽한 교사 선우. 너무 다른 두 명의 김 선생님 이야기.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1386/c2/2x/82487953-5005-4f97-8ec9-b5b4de613acc
96,큐레이터,완결,,"빽으로 흥한 자, 빽으로 망했다! 멀지 않은 미래. 초인적 능력을 지닌 유물의 등장으로 사람들은 이능력을 얻게 되고 지구는 망했다. 그런 세상에서도 세 가지는 살아남았으니 바로 바퀴벌레와 사기꾼, 그리고 공무원! 엘리트 가문의 둘째 도련님, 홍유태. 두뇌명석, 눈치만렙, 유물 관리단 후보생 수석 졸업까지! 하.지.만. 그 구더기 집단에 가라고?! 발령받은 곳은 낙오자들이나 가는 제9관리단? 유물을 다루지 못하는 유물 관리 공무원의 본격 이능배틀물 큐레이터 !",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2103/c2/2x/b3a83d34-2115-460c-9e72-0f2235b83727
97,그림자정원,완결,,기묘하고 아름다운 식물원. 그리고 당신을 기다리는 어둠의 이야기.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1862/c2/2x/240c4da5-3e56-4f5c-ab9e-0d4d34e9d15c
98,오늘도 꽐랄라라,완결,,술은 잘해도 연애는 잘 못하는 말술녀 4인방의 취중연애담,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1596/c2/2x/a6bca75c-9bdd-4363-8591-22b8cdcb513c
99,트레이스,완결,,"어느 날 갑자기 세상에 나타나 인간들을 공격하는 정체불명의 존재, 트러블! 트러블이 나타난 후, 트러블에 맞서 싸울 수 있는 인간 능력자들이 나타나기 시작했다. 트러블, 트레이스, 인간. 각자 생존을 건 싸움이 시작된다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1047/c2/2x/71e42797-d4e6-46b6-b349-f48e80e63d8c
100,조우,완결,,"누구나 맞닥뜨릴 수 있는, 하지만 결국은 남의 일로 치부해 버리는.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1329/c2/2x/44ea55cd-cc2d-41f6-bd10-1748046eac75
101,크라이시스,완결,,대재앙으로 황무지가 된 근미래 지구. 재앙 전후로 초능력 릿 을 지닌 인간들이 태어나고 그들은 암리타 라 불린다. 하지만 시간이 흐를수록 암리타와 보통 인간 사이엔 갈등이 심화되어만 가는데... 인류의 위기 속에서 마주한 천방지축 암리타 소년 니코와 비밀을 간직한 소녀 리바. 두 사람이 펼치는 모험의 끝은?! 본격 초능력 액션판타지 크라이시스 !,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2087/c2/2x/94757280-4cb4-4061-ae4f-6138a7d51bd6
102,방탕일기,완결,,"34살, 제대로 놀아본 적 없는 성인의 뒤늦은 오춘기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1819/c2/2x/1cae7dca-ee19-4174-81cf-c8a5039cc5b3
103,꽃같은 인생,완결,,네 명의 친구들이 펼치는 울고 웃고 사랑하는 캠퍼스 라이프. 당신의 연애는 어떤 모습인가요?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2077/c2/2x/e90a90eb-e384-413c-aa36-27e06bc28cc3
104,심봉사전,완결,,"장님이어도 그의 칼끝은 보이는 것처럼 날카로웠으니. 성은 심이요, 이름은 학규로다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2071/c2/2x/78f4d02f-47e8-4776-84b3-204594d9e475
105,표류감옥,완결,,내가 취업한 곳은 사상 최악의 교도소. 그곳에서 살아남아야 한다,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1622/c2/2x/f0ab61b8-ed51-493f-b27e-00d007913562
106,어름치,완결,,강원도 산골에서 펼쳐지는 뜨거운 노동 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1892/c2/2x/dbc8951d-f048-44c4-979c-f3c8f670b870
107,작약만가 : 불환곡,완결,,"비단위에 내 죽음이 몰아치는구나. 아, 희라! 돌아오지 못할 자여, 반벽의 노래로다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1407/c2/2x/26ee379c-1fe2-4e30-95d6-922ea14030c7
108,세로토닌,완결,,"좀비 때문에 세상이 망했다. 잘 됐다, 새로운 인생 시작이다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1949/c2/2x/eed47173-dfe8-4b0f-bd24-d73970a2b971
109,여의주,완결,,"당신의 정치는 무엇입니까? 정치는 한바탕 연기와도 같지 겉과 속이 다른 음흉한 책략가이자 현역 국회의원, 기호 1번 한민족당 차필웅! 정치는 연애와도 같아요. 이 시대 청년들의 워너비, 매력이 넘치는 금수저. 기호 2번 미래당 배춘금! 정치는 섬김입니다. 취업 대신 출마를 선택한 서민 중의 서민. 기호 3번 무소속 장유진! 그리고... 정치는 게임이지. 대한민국 최고의 두뇌를 자랑하는 참모 한태환까지! 이들이 펼치는 진짜 선거, 진짜 정치 이야기 지금 시작됩니다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1417/c2/2x/357e924a-851b-4903-9c18-bcd65d6aa383
110,내 일진이 이렇게 귀여울리가 없어,완결,,악마처럼 날 괴롭히던 일진이 어느 날 조그만 인형 크기로 눈 앞에 나타났다?!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2053/c2/2x/76132e64-f792-4a9e-a5f6-c7b94be8c71e
111,찬란한 액션 유치원,완결,,찬란하지만 결코 유치하지 않은 아이들의 우정과 평화의 유년 드라마 본격교육웹툰,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1815/c2/2x/354985de-d5fd-43d0-969d-245cf61b0941
112,빌린 몸,완결,,"열아홉 살, 순수하고 풋풋했던 그 시절 10대 마지막 순간의 알콩달콩 사랑 이야기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2041/c2/2x/fcb0933b-ecee-451c-b3cb-a8393eb077f4
113,인간을 먹는 성,완결,,한번 들어가면 누구도 탈출할 수 없는 의문의 성. 그 성의 비밀은 무엇인가,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1301/c2/2x/8df5218e-ebd6-4c85-b001-f990ba43e2da
114,저녁 같이 드실래요?,완결,,나에게도 꽃미남 밥 친구를! 음식에 얽힌 두 남녀의 비밀스런 연애 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1026/c2/2x/97ab56b9-de88-4e33-af4d-b4b99d8bb446
115,메모리스트,완결,,기억을 읽는 초능력 형사 동백 . 미스터리한 연쇄 살인사건을 맞닥뜨리다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1322/c2/2x/b2ee2554-bfc7-4ba8-943d-41ff7726d05a
116,리세터,완결,,행복해지기 위해 환생을 반복하는 남자의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1543/c2/2x/15ff9772-e27c-4463-8b60-59abff193220
117,나는 엄마다,완결,,현재 엄마인 사람들 혹은 아닌 사람들 모두 공감하는 엄마의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1190/c2/2x/398e2681-eb8f-4eca-a398-7ddee66d442f
118,인생막장,완결,,잔잔하던 인생에 폭풍우가 몰아친다. 막장으로 질주하는 두 남녀의 로드 무비,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1860/c2/2x/24656ec6-bb8b-49b7-baad-40266e70fa06
119,대나무숲에서 알립니다,완결,,"익명의 제보를 대신 전하는 청록고 대나무숲 , 누군가 나의 비밀을 폭로했다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1620/c2/2x/f585bf61-535e-48ee-bb36-808b616549ae
120,노동본색,완결,,"큰 폭발과 함께 사라진 현대 문명! 농사국, 건설국, 치안국, 택배국 세상은 3 업종의 전성시대가 된 것이다! 20여 년이 지난 후, 살아남은 인류는 자원과 물자가 턱없이 부족해진 세상에서 또 다른 문명을 개척하며 살아가고 있다. 치안국의 한 마을에서 어머니와 둘이 살고있는 주인공 장도리 어릴 때부터 남들보다 강했던 자신의 힘을 이용해 세계 최고의 직업인 막노동 을 직업으로 삼아 성공하고 싶어하는 18세 소년이다. 막노동의 나라 건설국 에서도 최고로 꼽히는 팀 그 팀의 멤버가 되는 것이 장도리의 목표. 어느날 장도리는 마을 지도자인 치안왕의 아들 강태자 의 집에 보수공사를 하러 온 팀을 만나게 되며 자신의 꿈을 향해 조금씩 나아가게 된다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1419/c2/2x/706ab8dd-9cb5-43ab-b591-67141d93da34
121,개같은 세상,완결,,개들은 알지 못하는 애완동물들의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1763/c2/2x/f88dee83-f079-4bd7-b70b-180efae1df81
122,돈나무,완결,,"어느 날, 우리 집 뒷 마당에 돈이 열리는 나무가 자라났다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1606/c2/2x/7c1178b2-d358-4d7a-ac88-3ab6a6f582e3
123,배고픈 자들의 도시,완결,,오랜 잠에서 깨어난 뱀파이어가 마주한 것은... 다름 아닌 좀비?!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1584/c2/2x/6efa08d6-dd91-4d01-9a8b-b66de6f36716
124,식귀,완결,,"지하철에서 의문의 남성을 마주친 후 먹는 귀신인 식귀가 되어버린 고등학생 이원호! 사자 감마 에게 인간으로 돌아갈 수 있는 방법을 듣는데... 인간을 먹으라고?! 말도 안 돼! 두 사람은 지하철 의문의 남성을 추적하나, 원호의 사력을 과하게 먹은 탓에 그는 배가 터져 죽어버린다. 인간으로 돌아올 방법을 잃고 절망하는 원호. 감마는 원호의 엄마가 백지은 이라는 것을 알게 된다. 식귀들의 왕으로 군림 중인 지은을 추적하여 사살하는 것이 사자 감마 의 임무. 어쩌면 이원호가 인간으로 돌아올 수 있을지도 몰라! 과연 원호는 인간으로 돌아올 수 있을 것인가?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1883/c2/2x/bf2963f9-ff45-4608-a560-a4c6317b1a6c
125,19,완결,,"90년대 구석진 시골 마을, 인간을 향한 복수가 시작된다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1818/c2/2x/478939c3-3193-45f3-9789-805274744fd2
126,헬로 마이 안드로이드,완결,,내 아들이라고 주장하는 소년이 나타났다. 갑자기 시작되는 좌충우돌 로맨스,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1533/c2/2x/4a8861c1-bdab-44bc-8b28-72260b964e18
127,망자의 서,완결,,죽은 남편의 편지가 도착했다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1636/c2/2x/925f2fee-f6cd-413d-acd9-b0f95b0f7076
128,달리는 여자,완결,,"대학교 막학년에 찾아온 첫사랑, 복학생 달리의 대학교 로맨스!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1502/c2/2x/8d91867e-b098-4d23-b6be-d0e62e20e718
129,계약우정,완결,,두 고등학생의 나 로 살아남기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1454/c2/2x/98a9d557-b362-4a2d-80d9-9525c5f6b925
130,수의 계절,완결,,"수없이 반복되는 계절, 하지만 그가 있던 단 한 번의 계절",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1039/c2/2x/32a76cff-2f36-48a3-9c37-2050afe1dc0c
131,스틸레인3 : 정상회담,완결,,정상회담을 위해 한자리에 모인 남북미 3인의 정상들. 예상치 못한 위기에 빠진다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1806/c2/2x/d6bcafef-3555-45b8-80c1-a8906e7fbf5a
132,헤븐즈 소울,완결,,괴생명체 크리쳐의 공격에 맞서는 소녀들의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1368/c2/2x/59b5c0fb-c5a7-4f0f-8efd-7c2e04923482
133,채널뽁스,완결,,상상 그 이상의 요절복통 코미디 멀티플렉스 채널뽁스,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1185/c2/2x/0e9aeacc-e703-4e9f-a6b6-1a0d882f1912
134,차피,완결,,"타인의 속마음을 읽을 수 있는 이안 ! 원치 않는 능력 때문에 고통받으면서 살아가는데... 부모님을 사고로 잃고 가족과의 추억이 담긴 수족관을 찾아간다. 그 곳에서 듣게 된 아름답고 슬픈 고래의 목소리. 그 목소리를 다시 듣고 싶어 긴 세월 동안 수족관을 드나들지만, 그날 이후로 단 한 번도 듣지 못한다. 그러던 어느 날 이안의 눈앞에 나타난 수상한 남자! 남자가 입을 여는 순간 이안은 혼란 속에 빠진다. 꿈에도 그렸던 그 목소리가 어째서 눈앞의 남자에게서 들려오는 걸까..?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1874/c2/2x/e2be1ee9-05ce-4555-998e-41db43510b24
135,ONE,완결,,문제는 세상에 나쁜 놈들이 너무 많다는 거야. 이건 혁명이야.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1657/c2/2x/c5589043-48d3-4672-a62b-61c01fd8005d
136,아빠는 변태중,완결,,"평범한 회사원이었던 아빠, 그런데 지금은? 다세대 주택에 사는 3세대가 벌이는 시트콤",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/975/c2/2x/7c71cd76-0512-415b-99ca-75ab3d5175ee
137,해치지않아,완결,,"동물원을 살리기 위한, 동물 없는 미친 동물원 개장!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/786/c2/2x/8addf231-1f68-4097-87b1-8afac52dd4e2
138,동쪽으로,완결,,"찬란했던 문명의 빛이 먼지가 되어 사라진 미래에, 네 명의 총잡이들이 동쪽으로 향하고 있었다. 문명이 알 수 없는 이유로 멸망한 미래. 빅보스가 지배하는 인류 최후의 도시에 살며 장벽 너머 동쪽은 오로지 죽음의 땅으로 지옥같은 삶을 살아가고 있었다. 그러나 어느 날 동쪽으로 통하는 봉인된 문이 열리고 한 남자 존 도가 나타나 외친다! 동쪽으로 존 도가 전설 속 동쪽 파라다이스에서 왔다는 소문이 퍼지고 주인공 반고는 그곳을 찾으러 장벽을 넘어 동쪽으로 떠난다. 장벽 너머 동쪽은 좀비들로 우글거리는 죽음의 땅. 반고는 파라다이스가 실재한다는 단서를 찾아 동쪽으로 전진하며 존 도와 파라다이스의 정체, 인류 멸망의 비밀에 다가간다. 과연 그곳에서 희망을 발견할 수 있을 것인가?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1350/c2/2x/11ba9d7f-8296-45d7-9e58-c978819425a3
139,거울 죽이기,완결,,자신과 똑같은 사람이 눈앞에 나타났다! 또 다른 나와 살아가기 위한 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1544/c2/2x/8cb0cf9f-ab39-4d78-a082-a4aa6e3f8124
140,사귀자,완결,,천재 미녀 웹툰 작가 공민주 에게 귀요미 귀신 유령이 가 팬이라며 달라붙었다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1957/c2/2x/d33bae00-def4-4917-b4e1-741ecdb5c42c
141,Breaker.Drawing,완결,,"이별을 그리는 남자, 사랑을 피우는 여자. 뗄레야 뗄 수 없는 사랑과 이별 이야기.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1884/c2/2x/097ce60b-6d4b-424f-9a63-34b31dca2bf0
142,겟 레디 위드 미,완결,,"뷰티 크리에이터를 제안하는 지욱과, 관심 1도 없는 그림의 메이크업 로맨스",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1526/c2/2x/18e63356-7d30-4955-8ae4-1d3cfc475043
143,공부하는 고양이,완결,,"인생의 마지막 순간. 분명, 고양이는 공부를 하고 있었다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1904/c2/2x/03f6a0a3-6fa5-4848-a1ec-215ec35f5575
144,그림자 미녀,완결,,"학교에서는 왕따 애진으로, 인터넷에선 70만 팔로워를 가진 스타 지니의 아슬아슬한 이중생활이 시작된다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2345/c2/2x/09763c00-f0f9-4eb9-a934-1213e523d276
145,아티스트,완결,,어린이들과 다를 바 하나 없는 예술가들의 욕망이 펼쳐진다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1492/c2/2x/28cc3fda-da7c-4917-8ed1-3734eac78031
146,SAVAGE,완결,,"야만의 시대, 욕망을 향한 짐승의 몸부림이 시작된다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1809/c2/2x/83acdeab-bfee-4f42-ad74-300b748346b0
147,끼리끼리,완결,,아직 어리고 세상은 몰라도 우리끼리 재밌으면 된 것 아닌가요? 끼리끼리 렛츠기릿!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1439/c2/2x/cd786146-51d6-4c97-8163-736bfac33892
148,안개숲,완결,,"사고에 휘말린 세 남녀, 영원히 걷히지 않을 것 같은 안개숲에서 탈출할 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1913/c2/2x/8dd6d5eb-8320-4f32-9091-12b63335f82d
149,승은이 망극하옵니다,완결,,"내 후궁이 되지 않겠나. ..네? 전 남잔데요? 이세계에 떨어진 승은이, 집에는 돌아갈 수 있을까.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1613/c2/2x/1de2065f-9b0d-44b5-aa0b-1b27a3b39343
150,오피스텔,완결,,자신이 가장 익숙하고 편안한 장소는 집. 그곳에 나 아닌 다른 존재가 느껴진다면?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1912/c2/2x/f9778be0-3286-4a62-aa92-60c2014d81c2
151,네 살 차이,완결,,"궁합도 안 본다는 네 살 연상녀, 연하남. 성격도 취향도 다른 우리는 좋은 짝이 될 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1563/c2/2x/f9dcf95f-22d0-4758-84e8-ca37efd245d7
152,들쥐,완결,,십년 간 집에서만 살던 남자의 십년 만의 외출,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1345/c2/2x/d02a118c-52c2-41e4-8c35-a3b3dae275f7
153,대디보이,완결,,자타 공인 최고의 인기남 한강. 연예인으로 데뷔하고자 하는 그에게 일생일대의 사건이 벌어진다,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1418/c2/2x/8de26ed7-5959-4580-a385-ec3c88be4896
154,체이서,완결,,기억을 잃어버린 네드일행과 그를 쫓는 체이서들간의 코믹액션모험활극!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/107/c2/2x/cbe2cc47-948f-48b5-977e-6f00d50d2c0d
155,나와 그녀삼신과 호러맨스,완결,,재수없이 휘말린 사건을 해결하기 위해 뭉친 겁쟁이와 초보삼신!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1688/c2/2x/a72b719d-4b29-4670-b814-cd6cd99dbb3d
156,Go Bananas,완결,,언제나 걸려오는 발신자 표시 제한 전화. 두 달 전 나를 매몰차게 버린 그녀일까? 아니면,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1899/c2/2x/d6ef6354-db9b-403a-a831-d343ecf93d01
157,조숙의 맛,완결,,초등학생으로 살아간다는 건 어려운 일이다. 엄마가 교체된다면 더욱 그렇다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1730/c2/2x/2c1956fd-e9b9-4314-918b-b818718afed7
158,달에 사는 사람들,완결,,"등골이 오싹하려던 찰나, 몸에서 벌레 기어 다니는 소리가 들린다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1503/c2/2x/7f3074d3-af02-47de-ace1-71e475490e88
159,풀 뜯어먹는 소리,완결,,서울 남자와 시골 여자의 몸에 좋고 맛도 좋은 귀촌 라이프,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1258/c2/2x/e21ffed1-bbc8-4405-9f28-4695505d4368
160,유사과학 탐구영역,완결,,"현대판 약장수의 상업논리, 유사과학에 대하여 심층적으로 파헤치는 탐구만화",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1397/c2/2x/d947802b-39e7-49e3-90f0-ae72206bca90
161,노인의 집,완결,,매우 규칙적이고 성실하게 삶을 허비하는 노인의 집에 한 아이가 들어왔다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1460/c2/2x/a516aecd-1a34-4702-8b54-b10c9de164c5
162,밤에 사는 소녀,완결,,암울한 태생의 두 소녀에게서 일어나는 일들과 그들의 행복에 관한 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1710/c2/2x/8aeeeeec-317b-4935-b3f8-27c9eb0262b4
163,트라이앵글,완결,,"각으로 이루어진 세계, 원 을 찾아 떠나는 모험",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1360/c2/2x/f4e81e6d-fdaf-447d-a49c-01d0ce1fe1cc
164,악연,완결,,"사채빚의 남자, 시체를 유기한 남자, 그리고 상처받은 여자. 그들은 악연이었다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1658/c2/2x/5663fdd4-616e-4f74-bb5d-18a0ca77fa1a
