,title,author,day,genre,story,platform,Thumbnail
120,템빨,이동욱 Redice Studio,토,학원/판타지,"신영우 유저 네임 그리드 세계 최고의 가상 현실 게임 SATISFY . 현실에서나, 게임 속에서나, 불운은 항상 그의 곁을 맴도는데.... 퀘스트 수행 중 우연히 발견한 게임 속 로또, 파그마의 기서 . 20억 명이 넘는 유저 중 유일한 최강의 레전드리 직업으로 전직. 어떻게 아직 살아있는 거지...?! 뭐, 특별한 건 없고... 템빨이죠. 지긋지긋한 불운과 악몽 같은 빚쟁이 인생에서 벗어난 최강 플레이어 그리드 . 고인물도 울고 갈 끝판왕이 찾아온다! SATISFY 에 접속합니다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2379/c2/2x/3237a03c-2952-4d9d-b58a-9104f440c67c
121,악녀는 모래시계를 되돌린다,땔깜,토,로맨스 판타지,"매춘부였던 어머니가 백작과 결혼하며 벼락출세하게 된 아리아. 사치에 물든 삶을 살던 아리아는 여동생 미엘르의 계략에 의해 억울한 로 맞이하게 된다. 죽기 직전, 마치 환상처럼 떨어져 내리는 모래시계를 봄과 동시에 기적처럼 과거로 회귀하게 되는데..!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2375/c2/2x/9664c0d2-06fa-4aa7-9435-e3b73148a180
122,정령왕 엘퀴네스,냐르,토,판타지 드라마,우연히 교통사고로 사망한 평범하기 짝이 없던 고등학생 강지훈은 명계에서 자신이 인간으로 잘못 태어난 물의 정령왕 이라는 사실을 알게 된다. 물의 정령을 만들라니? 어떻게 하는 건데? 인간으로 잘못 태어났던 물의 정령왕 엘퀴네스의 좌충우돌 모험기!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2309/c2/2x/dfe99fd5-5388-4063-aaac-693f34675f4f
123,로그인 무림,장철벽,토,액션/무협,"세상의 경계인 게이트에서 몬스터 사냥을 하는 헌터들이 잘 먹고 잘 사는 시대. 주인공 진태경은 최하위 헌터라 벌이가 시원찮다. 어느 날, 낡은 VR 게임기를 줍게 되고 접속하니 무림의 세계가 펼쳐진다. 우여곡절 끝에 현실로 돌아온 태경은 무림에서 얻었던 힘이 현실에서도 그대로 남아있음을 깨닫는다. 이제 상급 헌터가 되어 돈을 버는 일만 남았는데... 게임 속 NPC 아니, 동료들이 걱정이 되어 다시 무림에 접속하게 되는데!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2384/c2/2x/3106aee6-0c05-4855-a993-518e247f5d7a
124,접근 불가 레이디,용두식,토,로맨스 판타지,"힐리스. 부탁이야. 네가 가브리엘 대신 죽어줘. 언제나 고귀하던 내 오빠가 처음으로 나에게 머리 숙여 애원했다. 피 한 방울 통하지 않은 의붓 여동생을 위해 죽어달라고. 이번 한 번만 더 죽어주는 거 별로 어렵지 않잖아. 그렇지? 일곱 번째 배신당한 날, 나는 비로소 헛된 미련들로부터 완전히 자유로워졌다. 네가 끝까지 인간 말종에 쓰레기라 다행이야. 당신들의 사랑 따위, 이제 줘도 안 가져. 마침내 내가 먼저 그들을 버려 줄 차례였다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2497/c2/2x/2dc88471-80c9-440f-8974-2c4ff6a429cb
125,얼어붙은 플레이어의 귀환,실실,토,학원/판타지,"세상이 바뀌고 5년. 최종보스가 나타났다. 지구 에어리어의 최후의 보스, 서리여왕이 출현합니다. 최후의 보스! 그녀만 처치하면 예전처럼 살 수 있다! 인류 최고의 플레이어, 어둑서니를 포함한 다섯 명의 플레이어가 마침내 서리여왕을 쓰러뜨리지만... 그들은 기나긴 잠에 빠지는 혹독한 대가를 치뤄야했다. 그로부터 25년 후. 2층이라니? 서리여왕을 죽이면 끝나는 거 아니었어? 얼어붙은 동료들을 구하기 위해, 그리고 세상을 구하기 위해. 전설이 된 어둑서니의 이름을 버리고 이제는 신입 플레이어 서준호로 돌아왔다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2463/c2/2x/834a1221-d4c5-4065-9b81-4f3c45d7c79b
126,사실은 내가 진짜였다,유운,토,로맨스 판타지,"아빠에게 사랑받기 위해 공부만 하며 살아온 키이라. 어느 날 자신이 유일한 친딸이라 주장하는 코제트가 나타나, 가짜라는 죄목으로 처형당한다. 생의 마지막 순간, 사실은 그녀가 진짜였다는 한마디와 함께 과거로 돌아오게 되는데 ! 가짜 건 진짜 건 무슨 상관이야? 다시 찾은 생, 이젠 나를 위해 살겠어! 친구 사귀기는 처음인 귀염뽀짝 여주의 성장 로맨스!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2424/c2/2x/f7aef781-1b21-4e81-ad0a-c167463805f6
127,악당 대공님의 귀하디귀한 여동생,이깜누,토,로맨스 판타지,"전쟁이 난무하는 소설 속, 피도 눈물도 없는 악당의 여동생이 되어버렸다?! 황족 버금가는 귀족가의 막내딸로 다시 태어나서 꿀 같은 삶이라고 생각했는데, 이용만 당하는 악당의 여동생이라니! 아이들에게 후계자 싸움을 시키는 잔악하고 극악무도한 집안인 라그랑주 가에서 살아남기에는 너무나 연약한 아기의 몸 살기위해 악당에게 빌붙기로 결심한다! 여기서 도망칠 때까지 내 보호자가 되어 줘야겠어. 날 키워라, 악당아!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2465/c2/2x/f71815c7-4eeb-40d5-b544-ebfaa0d5c740
128,"의원, 다시 살다",도빈,토,액션/무협,"해외 의료 봉사를 갔다가 내전에 휘말렸다. 환자 대신 반군의 총을 맞고 간신히 눈을 떴는데 아니, 어린아이가 됐잖아?!? 눈앞에 있는 건 부서진 마차와 특이한 복식의 쓰러진 사람들! 꼭 무림 세계 같네. 한 명이라도 살리기 위해 응급처치를 하던 중, 이곳이 즐겨 읽던 무협 소설, 지존천마 속 세상이라는 것을 알게 되고. 천하삼대의원 백린의선을 비롯한 구조대를 만나 내가 구한 이들 중 하나가 이 소설의 주인공, 미래의 천마 여하륜 이라는 것을 깨닫게 되었다! 야, 살려 준 은혜가 있으니 형이라 불러라. 목숨을 구해 준 은혜로 미래의 천마와는 의형제를 맺고, 재능을 눈여겨 본 백린의선과는 사제 지간을 맺어 강호제일신의가 되는 진천희의 일대기! 지금 시작합니다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2440/c2/2x/6b3b517d-5a78-4391-b396-cdda2ba43b3e
129,"폐하, 또 죽이진 말아주세요",혜용,토,로맨스 판타지,"폭군의 손에 아버지와 어머니, 동생, 뒤이어 내 목까지 단두대 위에서 잘려나갔다. 그리고 나는 눈을 떴다. 열 두살의 생일이었다. 열 세살의 어린 황녀 ? 가 잔인한 폭군 황제가 되기 전에 나는 어떻게든 저 인간 옆에 붙어 간신이 되어야 했다. 살기 위해, 가족을 구하기 위해 인간 불신에 빠진 저 폭군의 눈에 들어야 해. 그래야만 내가 살 수 있어. 그런데 끔찍한 저 괴물이 점점 달라지기 시작한다. 난 내 손에 쥔 것은 아껴. 그러니까 내 허락없이 네 몸에 상처 내지 마.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2428/c2/2x/dc62bee1-5797-43f2-a0f6-26c6cb585813
130,나 홀로 로그인,키키,토,학원/판타지,"태어날 때 부터, 남들과 다른 압도적인 물리력을 타고난 정시우. 어느 날, 지구의 상공에 나타난 하늘성과 그에 맞춰 등장하는 날개 달린 영웅인 일명 플레이어 들. 정시우는 당연히 자신도 플레이어가 되리라 예상했지만 10년이 지나도 플레이어로 각성하지 못한 채, 백수가 되어버린다. 그러던 어느날, 하늘성에서 리타이어한 플레이어 수아린 을 우연히 구하게 되고숨겨진 지하던전 을 발견해 지하 플레이어 로 각성하는 정시우. 압도적인 무력으로 지하던전들을 파괴하며 세계의 비밀을 향해 나아간다. 모든것을 파괴하는 압도적인 영웅이 등장!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2366/c2/2x/dc9d57fc-04a9-4d1a-aa46-55d0047bc29d
131,이그레트,진심,토,학원/판타지,"4대 속성의 정령왕을 모두 다스리는 위대한 대현자 이그레트. 죽음의 끝에서 백로황자 라고 불리는 제국의 황자 쥬다스 루바르잔 아르키디온의 몸으로 깨어난다. 이제는 포기하고 싶지 않구나, 사람들과 함께 살아가는 것을.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2502/c2/2x/3c6dc0ab-b451-4a81-a3ae-9f75459e7f16
132,삼국지 여포전,COBY,토,액션/무협,"삼국지. 천하를 웅패하고자 영웅들이 난무하던 시대. 최고의 무장 여포는 한순간의 실수로 역사의 뒤안길로 사라졌다. 삶의 마지막 순간, 내게 단 한번만 더 기회를 준다면 천하를 웅패하리라! 눈을 떴을 때, 여포는 혈기왕성하던 이십 대로 돌아와 있었다. 시간을 거슬러 돌아온 여포. 그의 파란만장한 천하웅패기가 이제 펼쳐진다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2508/c2/2x/3f4b29e8-ad52-4c4e-b14b-1eb3ca81b4fd
133,악당의 엄마가 되어버렸다,이로,토,로맨스 판타지,"소설 속 최종 흑막이 될 예정인 아인스페너 의 엄마로 빙의해버렸다. 그것도 아이를 학대해 죽임을 당하는 나쁜 새엄마로. 이 비극의 운명에서 도망칠 방법을 궁리중인데, 눈앞에 보인건 아무것도 모른채 순진 무구한 얼굴을 하고 있는 악당 유망주? 아니, 이렇게 귀여운 아이인데, 도대체 학대할 곳이 어딨다고?! 그래서 나는 이 아이를 지켜주기로 결심했다. 그러니까... 다 크면 나도 좀 살려줘!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2386/c2/2x/4f8663f8-696a-4841-a885-7f286adae0b0
134,건강이 없습니다,바닐라,토,로맨스 판타지,"올겨울이면 죽어버릴 운명의 최약체 조연 니네이나 의 몸속으로 들어갔다! 운동은커녕 산책, 식사, 심지어 가만히 서 있기조차도 힘든 두부인형 같은 체력에 할아버지의 살해 위협까지 견뎌야 하는 비극적인 인생이지만 나, 반드시 건강해지고 말겠어! 니네이나 곁에 나타난 차가운 눈빛의 가이사 . 니네이나를 살려야 한다는 명령을 받아 곁을 지킨다. 당신은 죽지 않을 겁니다. 당분간은. 그리고 세상에! 주인님이 혼자 식사를 하셨어! 아주 조금이지만, 정말로 건강해지고 있다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2503/c2/2x/c311fbea-f7ca-4f9a-b5b5-26265979c82e
135,접경지역의 동물병원,하리,토,판타지 드라마,"파리 날리는 동물병원 수의사에서 신수들의 명의가 되다! 대출금에 허덕이는 동물병원 원장, 김아영. 어느 날 한 통의 전화를 받게 된다. 거기 파충류도 진료 보나요? 생계를 위해 전공도 아닌 파충류 진료를 맡는데, 저... 용도 파충류 맞죠? 청룡이 진료를 보러 왔다! 기절초풍 끝에 청룡을 치료해줬더니 입소문이 나버린 아영 동물병원. 신수 환자들이 줄을 잇는다. 상상도 못한 정체의 동물들을 보며 두려움도 잠시, 세상 물정 모르는 그들의 후한 진료비에 넘어간 아영. 괴물? 청룡? 알 게 뭐야! 돈이 최고지! 겁 없이 영안을 뜬 수의사의 신수 진료기. 아영은 무사히 특별한 환자들을 치료하고 평화로운 일상으로 돌아갈 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2443/c2/2x/360f2cd1-3c25-4aa9-b520-354b311cf738
136,아가씨 뜻대로,블랑피카,토,로맨스,"현은서, 나이 7살. 그녀의 증조부를 은인으로 삼은 차덕만 회장 덕분에 대재벌 금환그룹에 거둬지다. 그로부터 15년 후, 갑작스럽게 쓰러진 차 회장은 은서가 자신의 손자들 중 한 명과 결혼하기를 원하는데?! 차 회장이 친자식보다 아끼는 아가씨 현은서에게 금환그룹의 미래가 달려 있다! 이 와중에 친오빠나 다름없었던 차진하의 폭탄 발언? 아가씨, 설마 누구하고 결혼할지 아직도 고민 중이에요? 당연히 나랑 해야지. 세상에서 가장 소중하지만 속을 알 수 없는 이 남자, 믿어도 될까? 아가씨는 부탁 같은 거 할 필요 없어요. 아가씨 뜻대로, 내가 모든 걸 이루어 줄 거니까요.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2501/c2/2x/22f0d9ab-3a6c-4f25-b4d7-c8d1ef33a666
137,한 번 해본 사이,린우,토,로맨스,"오늘 저녁에 같이 밥 먹는 거 어떻습니까? 이미 한 번 해본 사이인데, 두 번은 안 돼? 주얼리 디자이너로서 꿈과 자부심이 있지만, 아이디어 도용부터 부동산 사기까지! 늘 불운이 잇따르는 인생을 살던 온주인 . 거기에 잘 다니던 주얼리 회사 에이치유 마저 팔렸다는 소식을 접하게 된다. 천만다행으로 고용 승계가 되어 유명 주얼리 회사 온도 인터내셔널 에 이직하고는 심호흡하며 출근했는데 첫날부터 공개적으로 회사 대표 면전에 가방을 날려버리는 대실수를! 게다가 익숙한 이 남자, 알고 보니 계약 결혼 후 쿨하게 헤어졌던 전남편, 도재헌 이 아닌가! 새로운 직장을 쉽게 그만둘 수 없는 주인은 마음을 굳게 먹으며 재헌과 적당한 거리를 두고 새로운 관계에 익숙해지려 하지만 재헌은 아랑곳하지 않고 회사 안팎으로 주인에게 다가오기 시작하는데?! 엇갈린 과거를 뒤로하고 다시 시작되는, 한 번 해본 로맨스의 두 번째 시작!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2490/c2/2x/dfd2ae95-1b28-4d95-9728-ca79e1d70037
138,테이밍 마스터,ARC,토,학원/판타지,"전 세계에서 가장 인지도 높은 VR 가상현실 게임 카일란 . 가상현실학과에서도 유명한 자타공인의 게임 폐인 이안. 서버에서 순위권에 드는 궁수로서 남부러울 것 없는 그가 우연히 획득하게 된 히든 클래스로의 전직을 위해 주위의 반대를 무릅쓰고 93레벨의 캐릭터를 과감히 삭제한다. 그가 선택한 것은 카일란 최고의 노답 직업인 소환술사? 엎친 데 덮친 격으로 F학점을 피하려면 두 달 안에 삭제한 캐릭터의 레벨까지 올려야 하는데 100렙까지는 1년이 걸린다는 극악의 레벨업을 자랑하는 카일란에서 불과 두 달만에 93레벨을 찍기 위한 그의 고군분투가 펼쳐지는데... 레벨 업을 향해 더 빨리, 더 철저하게, 더 끈질기게 테이밍 마스터 의 전설이 시작된다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2433/c2/2x/02579673-03f0-4384-bc8b-f47527b452a5
139,메디컬 환생,키다리스튜디오,토,판타지 드라마,"실패한 외과 의사로서의 삶을 살던 김진현, 우연한 사건으로 인해 환생의 기회를 얻는다. 그리고 돌아간 시점은 중학생 김진현의 모습. 새로 얻은 삶의 기회를 소중히 여기고 악착같이 공부하는 진현. 이번 삶의 목표는 힘들고 돈도 못 버는 외과의가 아니라 돈 많이 버는 피부과 의사다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2347/c2/2x/a8fcd3d6-3dfc-498c-a0be-07096daa1c9e
140,나 혼자 소설 속 망나니,알그,토,학원/판타지,"매일 같은 야근으로 밤을 새던 도중, 잠깐 잠이 들었다 일어났더니 읽고 있던 웹 소설의 악역에 빙의했다? 뭐, 흔한 클리셰지. 정해진 운명에 따르면 내가 죽게 된단 것까지. 젠장. 방법을 찾아야 한다. 소설 속 망나니 악역에 빙의해서 살아남는 방법 첫 번째. 내 편을 많이 만든다. 소설 속 망나니 악역에 빙의해서 살아남는 방법 그 두 번째. 내 한 몸은 지킬 수 있을 만큼 강해진다. 소설 속 망나니 악역에 빙의해서 살아남는 방법 마지막 세 번째. 저 자존심 강한 미친 귀환자랑은 절대로 친해지지 않는다. 그런데 어째? 이미 빙의하기 전, 원래 몸의 주인이 이미 사고를 쳐놨는 걸. 돈을 써서 아직 힘을 되찾지 못한 귀환자를 죽이면 되지 않냐고? 미쳤어? 그럼 마왕은 누가 막아? 최강이 되기보다 편안하게 살고 싶은 악역 최유성의 현대 생존 레이드 빙의 판타지 ? 가 시작된다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2409/c2/2x/31de244b-a974-46f5-a66a-b25a870c51d6
141,너의 의미,예영,토,로맨스 판타지,"매일이 고된 직장 생활로 번아웃이 온 다연은 어느 날 낯선 세상에서 눈을 뜨게 된다. 하루하루 무기력하게 보내는 그녀에게 닥쳐온 시련이 있었으니... 신계의 사람들은 죄다 폐인 뿐이란 말이냐?! 미모부터 열일하는 근명성실 황제, 미하일. 죄송하지만 이번 생은 안 될 것 같아요. 아마 그 다음생도... 격렬하게 아무것도 하기 싫은 신녀, 다연. 무기력 신녀와 잔소리꾼 황제의 갱생 ? 힐링 로맨스!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2449/c2/2x/19188d59-f4e0-4a97-8ab1-374ab44ce975
142,남장 비서,버선버섯,토,로맨스,"사고를 당한 남동생을 대신해 대기업 엘른 에 남장을 한 채 부사장 이강준의 비서로 일하게 된 서원은 입사하자마자 산업 스파이로 몰리게 되고, 누명을 벗기 위해 고군분투한다. 가뜩이나 스파이 찾기만 해도 바쁜 와중에 자신을 남자로 알고 있으면서도 욕망을 내보이는 부사장 강준과, 항상 웃는 얼굴 때문에 속을 알 수 없는 이사 동진까지 얽혀버렸다. 서원은 이런 상황에서 스파이 누명도 벗고, 끝까지 여자인 걸 숨길 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2474/c2/2x/6a04c390-715d-4318-8f8b-d7a563ebfb11
143,흔한 환생녀의 사정,풀모,토,로맨스 판타지,흔한 환생녀 발레리의 철벽 로맨스!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1928/c2/2x/c259f4fa-9a84-4122-a141-be20d1e4b4de
144,아이딘,명랑,토,로맨스 판타지,공작가의 영애이자 황제의 직속 암살단인 부엉이 의 단장 아이딘. 자신의 주군인 레이몬드에게 기만당해 모든 죄를 뒤집어 쓴 채 처형당하고 만다. 5년 전으로 회귀한 그녀는 그에게 복수를 다짐하며 페르디 제국을 무너뜨리기로 결심하고 적국인 젤디온에 화친의 목적으로 가게 되지만 그곳에서 뜻밖의 운명이 뒤틀리고 마는데,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2444/c2/2x/ef9b737f-8c7c-444f-8388-ffdf7792e053
145,에보니,"네이다, REDICE STUDIO",토,로맨스 판타지,"아버지와 약혼자를 살해한 패륜 종속 살인마, 에보니 보냐크. 사형선고를 받고 죽을 날만 기다리고 있던 그녀는 어느날 자신에게 후견인이 생겼다는 소식을 듣고 석방되어 대공의 성으로 보내지게 되는데... 자, 어서 발을 넣어요. 너무 뜨거우면 말하고. 지하에 감금당하거나 쥐도 새도 모르게 죽임을 당할 거라고 생각했다. 하지만 그녀를 기다리고 있는 건 너무나 상냥한 저택의 고용인들. 그리고. 에보니 보냐크, 너는 노예인가? 왜 너 자신에 대한 소유권을 주장하지 않지? 자꾸만 그녀의 마음을 건드리는 수상한 대공 단테 보르드 슈나이더. 그로 인해 에보니의 삶은 변하기 시작하는데...",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2348/c2/2x/d5f9569b-e06b-42ae-8254-0eae4d11808b
146,전생자,차용운,토,판타지 드라마,"시간 역행을 하시겠습니까? 모든 능력이 리셋 됩니다. 날짜를 선택 하여 주십시오. 1985년 2월 28일. 내가 태어났던 날로. 금력 , 세계의 돈을 긁어모은다. 독점 , 세계의 던전을 독차지한다. 아직 평화로운 세상, 바로 이 시절에서.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2353/c2/2x/ffcc74b3-db33-4483-9817-56202442abb8
147,아파도 하고 싶은,김인정,일,로맨스,"그 를 아주 오랫동안 짝사랑해왔다. 하지만, 그에게 하연은 여자가 아니었다. 좋게 봐야 같은 동아리 후배, 더 나아가서는 같은 직장에 다니는 여자애. 그냥 그 정도. 그랬던 그가 결혼을 한다? 선봐서 곧 결혼할 거야. 되도록 이른 시일 내에. 모르는 여자와의 계약 결혼을 할거라는 남자의 말에 하연은 오랫동안 간직했던 감정을 억누르지 못했다. 꼭 하셔야 한다면 . 저랑 해요, 그 결혼. 서투룬 유혹, 남자의 단단한 등에 매달려 뜨거운 입술을 겹쳤다. 발칙한 후배의 도발. 선배는 화를 낼까. 아니면 미쳤다고 비웃을까. 그러나 남자의 입에서 나온 말은 예상외의 것이었다. 할 거면 제대로 해야지.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2506/c2/2x/831bf924-d608-4037-b410-554d5acf5ddc
148,천애협로,지와겸,일,액션/무협,"세상과 호흡하라, 천하를 얻으리! 무림맹주, 아미파 장문인, 군무 제일검, 남궁세가의 안주인을 키워낸 여인, 진무신모 유월향. 매병에 걸린 그녀가, 어느 날 사라져버렸다! 진무신모의 아들 무림맹주는 비밀리에 그녀를 찾아나서고, 그녀의 오랜 숙적 혈마의 부하들도 그녀를 추적한다. 한편 무한 삼진의 가난한 고아들 앞에 갑자기 나타난 정체 기이한 할머니! 할머니는 자신이 고아들의 친할머니라고 주장한다. 고아들은 할머니를 받아들이고 서로 의지하며 살아간다. 그중 맏이 소량의 비범한 재능을 알아본 할머니는 소량에게 무공을 사사한다. 하지만 얼마 지나지 않아 피습의 흔적만 남긴 채 할머니는 사라지고, 소량은 할머니를 찾아 길을 떠난다. 강호에 나선 소량, 진무신모 유월향의 마지막 제자의 이야기 독특한 감성 무협 천애협로 ! 웹툰으로 더욱 웅장하게 돌아왔다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2324/c2/2x/a16cb6fe-19e3-4d66-929a-4f3756555be9
149,양판소 주인공의 아내로 살아남기,아빈,일,로맨스 판타지,"양판소 주인공의 아내로 빙의했다. 정확히, 주인공의 손에 죽는 악역 조연 겸 사치스런 아내로. 그래도 어렸을 때부터 잘 대해주면 목이 잘리는 상황은 막을 수 있지 않을까? 좋아. 지금부터 내 목표는 평화롭게 이혼하는 것! 그래서 내가 이혼해주면 냅다 노아한테 달려가서 아양 부리시겠다? 으, 응? 말도 안 되는 소리 하지 마. 난 내 아내랑 동생이 노닥거리는 꼴 따위를 보려고 전쟁터에서 그 고생을 한 게 아니니까. 내가 수도에 없는 동안 재미 좋았겠군 그래. 아니 거기서 네 동생 이름이 왜 나와?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2331/c2/2x/8abe8e3b-9229-46f0-8497-6e0775e7589a
150,나를 버려주세요,코타비,일,로맨스 판타지,"희귀병에 걸려 죽은 공녀를 대신해 입양된 아델. 평생을 사랑받기 위해 애썼지만, 여동생이 태어나자마자 버려지고 정략결혼을 하러가던 길에 의문의 적들에게 암살 당해 죽고만다. 그런데 눈을 뜨니, 왜인지 3년전 과거로 돌아왔다! 어차피 여동생이 태어나면 버려질 운명이기에, 이번 생에서는 마음대로 살아보려고 하는데 어쩐지 자꾸만 인생이 꼬여간다. 게다가 정체불명의 검은 기사는 자꾸만 그녀를 찾아오는데...",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2388/c2/2x/4d57513c-fd29-42bb-a4c7-5e54d0b0e3b2
151,나 혼자 만렙 귀환자,이지득,일,학원/판타지,"전 세계 1억 2천만 명의 인구가 사라졌다. 최종 퀘스트 완료 보상 귀환 이 시작됩니다 22년 만에 최악의 생존게임을 클리어한 윤상혁. 일일군단, 플레이어 중 최강자라 불리던 그가 돌아왔다. 그 누구도 받지 못한 보상을 통해 모든 것을 가진 채로. 가면의 군주, 귀환 나 혼자 만렙, 나 혼자 풀템, 나 혼자 사이다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2431/c2/2x/11be9fc1-7fa8-413d-bfaf-28e491ddcaff
152,다행인지 불행인지,은렌,일,로맨스 판타지,"어쩌다 보니 여주인공 등장 전, 남주의 아내 역할을 잠시 맡게 됐다. 이왕 그렇게 된 거 최선을 다해 보려 노력했다. 그랬더니 너 같은 아이가 세드릭의 반려가 되어 다행이구나. 세드릭의 운명적 상대가 나타나면 그녀는 떠나야만 한다. 어떡하지? 이런 나에게 세드릭이 말했다. 내가 사랑에 빠진 상대가 당신일 거라는 생각은, 단 한 번도 해본 적 없었습니까? 여주인공 아델라인이 등장하고 나서도, 똑같이 내게 그렇게 말해줄 거야?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2432/c2/2x/08d07ca3-6afb-4e3a-a9be-f7ad3da1dc33
153,갓 오브 블랙필드,운,일,액션/무협,"Who am I? 프랑스 외인부대의 전설 강찬 ! 아프리카 전장에서 그를 상대한 자들은 공포와 경외를 담아 갓 오브 블랙필드 검은 땅의 신이라 불렀다. 하지만 수니파 추종 세력 SISS의 수뇌인 마살란 사살 작전에 투입된 강찬은 배후에서 날아든 의문의 총알에 전사하게 되고, 점점 감기는 시야 사이로 압도적인 열세에 자신을 믿고 따르던 동료들이 하나 둘 목숨을 잃어가는 것을 마지막으로 무기력하게 눈을 감는다. 그렇게 배신을 당해 죽음을 기다리고 있던 강찬은 의문의 힘에 의해 3년의 시간을 넘어 강찬 으로서 대한민국으로 돌아오게 되지만, 그는 19살의 왕따를 당하는 또 다른 강찬 이었다. 배신자의 복수, 환생에 얽힌 진실을 찾기 위한 강찬의 여정이 시작 된다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2374/c2/2x/22656db9-5125-426c-9305-f8c221c623ba
154,신데렐라를 곱게 키웠습니다,선셋,일,로맨스 판타지,"유명한 동화가 있다. 아버지와 새어머니가 결혼해 언니들까지 다섯 명의 대가족이 된 마음씨 착한 아가씨. 아버지가 돌아가신 뒤 마음씨 고약한 새어머니와 언니들 밑에서 구박받는 불쌍한 그녀. 바로 그 동화, 신데렐라에 빙의했다. 그런데 하필이면 신데렐라도 아니고, 계모의 몸이란다. 서른일곱 살에 두 번이나 남편과 사별하고 심지어 딸까지 셋 딸린! 세 딸을 건사하느라 정신없는 나에게 자꾸만 접근하는 남자, 다니엘 윌포드. 키스해도 될까요? 사윗감으로는 아무래도 나이가 좀 많은 것 같은데 왜 자꾸 접근하지? ...아, 모르겠다. 일단 신데렐라를 왕자와 결혼시키고 조용히 살아야지. 그런데 이 동화는 정말로 신데렐라 일까...?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2419/c2/2x/374ccb88-c152-4cd4-8004-681a60604f19
155,닳고닳은 뉴비,보늬,일,학원/판타지,서비스 종료까지 앞으로 15년. 오직 나만이 엔딩을 알고 있다. 나는 고인물이다,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2446/c2/2x/266c3fa3-9f6d-497e-8639-7526772b1c80
156,풍운전신,한여름,일,액션/무협,희망도 행복도 소멸해 버린 처절한 사십년 간의 전쟁. 패배한 전쟁의 판도를 뒤엎기 위해 두 번의 전생을 거쳐 돌아온 전투의 신이었던 남자의 무림행.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2365/c2/2x/8c3eb239-8043-4af9-a93d-fb734f42b7eb
157,밥만 먹고 레벨업,코개,일,학원/판타지,"전 세계에 단 두 명만 존재하는 희귀병 폭식 결여증에 걸린 주인공. 하루하루 살기 위해 먹는 걸 조절하며 살아가고 있지만 희망이 없어보인다, 의사의 추천으로 시작하게 된 가상현실게임 아테네 에서는 음식을 마음껏 먹고도 살이 찌지 않는데. 살기 위해 게임을 하며 성장하는 식도락 판타지 라이프!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2382/c2/2x/401a9385-015c-40b5-95fc-7126395057e3
158,나 홀로 주문 사용자,민초바,일,학원/판타지,"평범한 샐러리맨으로 살아가는 박도혁, 절체절명의 위기에 빠진 순간 그토록 원하던 각성자가 되었다! 그것도 20대 인생을 바친 게임의 기억과 경험이 내 각성 능력이 되다니!!! 더구나, 10억분의 1인 확률이라는 무려 트리플 각성자! 세계 최고의 정점을 노리는 주문 사용자 박도혁의 기상천외한 활약기가 지금 바로 시작됩니다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2436/c2/2x/5a3c82ff-f72b-4536-bb4c-43a0eddd2165
