,title,day,writer,illustrator,story,platform,genre,,,,,,
2291,모시던 아가씨가 도련님이 되어버렸다,월,시그마,시그마,"조연에 빙의한 지 9년 차, 모시던 아가씨가 도련님이 되어 찾아왔다. 원작 여주인공의 시녀 생활을 청산한 지도 4년. 웬 잘생긴 남자가 찾아왔다. 그것도, 내가 모시던 아가씨를 닮은 남자가. 약속을 지키러 왔어, 블레아. 나와 평생을 함께하겠다고 했잖아. 설마 아가씨? 순간, 남자의 붉은 눈에 이채가 돌았다. 코앞까지 다가온 그가 고개를 기울여 내 머리카락에 입 맞췄다. 그리고 속삭였다. 아주 다정하고 아름다운 목소리로. 이젠 도련님이라 불러야지. 네? 원작대로라면 여주인공, 클로이는 후회에 찌든 가족들을 거느리고 남주인공 후보들과 해피라이프를 즐길 수 있었다. 하지만 연재 중지되었던 원작 소설에는 큰 비밀이 있었으니 여주인공이 알고 보니 남자라면 어떻게 되는 거지? 크 클로드, 가족들에게 가보지 않아도 괜찮아요? 말했잖아. 필요 없어. 그럼 저번에 그 남자분들은 . 지금 내 앞에서 다른 남자 이야기를 하겠다고? 그 남자들이 원래 당신이랑 이어져야 했을 남주인공들인데요. 나는 너만 있으면 돼. 다른 건 알 바 아냐. 가족 후회물의 주인공께서 모든 걸 다 뻥 차 버리고 내 곁에 있겠다고 선언했다. 그러니, 블레아. 너도 나만 보는 거야. 전에 없이 다정한 눈 속에 집착이 가득했다.",카카오웹툰,로맨스 판타지,,,,,,
2292,정령의 펜던트,월,빅피,빅피,"제국의 살아 있는 전설, 란데르트 공작의 유일한 아들 바율. 어려서부터 환시와 환청을 겪으며 일상 생활에 어려움을 겪던 바율은 아버지의 강권으로 뒤늦게 캐링스턴 아카데미에 입학하게 된다. 집을 나오기 전의 우려와는 달리 바율은 아카데미 생활을 하며 따듯하고 개성 강한 친구들을 만나 조금씩 마음의 문을 열게 되고, 그곳에서 환시로만 알고 있었던 존재가 사라진 줄 알았던 정령임을 알게 되며 바율의 생활은 새로운 국면을 맞이하게 되는데 .",카카오웹툰,학원/판타지,,,,,,
2293,나는 이 집 아이,월,코튼,코튼,"전생의 기억이 좀 있다는 것만 빼면 평범한 ? 사생아로서 시간을 보내왔다. 그러던 어느 날, 창녀인 어머니가 열한 살이 된 나를 아버지 앞으로 데리고 갔다. 1만 골드를 줘요. 2만 골드를 주지. 대신 이것에서 손 떼. 차가운 거래에 움츠러들어 있는데 그냥 부자인 줄 알았던 아버지가, 알고 보니 제국 유일의 공작이란다. 이제 난 어떻게 되는 걸까? 내가 정말 이 집 아이일까?",카카오웹툰,로맨스 판타지,,,,,,
2294,8클래스 마법사의 회귀,월,테스,테스,"황제 라그나르와 통일 제국을 위해 손에 피를 묻히길 수십 년. 나는 고향으로 돌아가 속죄하며 죽은 듯이 살고자 했다. 그러나, 자네는 언제든지 나를, 나의 제국을 집어삼킬 수 있는 8클래스의 대마법사. 그런 괴물을 어찌 살려둘 수가 있겠나? 친구이자 주군이었던 라그나르에게 배신당하고 죽음의 문턱을 넘기 직전, 시간 마법의 주문이 새겨진 단검을 심장에 찔러 넣었다. 내가 원했던 참회란, 모든 것을 되돌려놓는 것. 인류 최초의 8클래스 마법사 이안 페이지. 그가 30년 전 과거로 돌아왔다.",카카오웹툰,학원/판타지,,,,,,
2295,그 악녀를 조심하세요!,월,열매,열매,"소설 속 희대의 악녀에 빙의했다! 싫냐고? 아니? 좋은데? 공작영애 돈 많은 백수인 것을 내가 마다할 리가! 꿀이나 빨면서 여유롭게 살기 딱 좋지 않은가? 원작 같은 건 다 떨쳐버리고 나의 삶을 사는 거야! 그렇게 다짐했던 내가 이 몸에 빙의한지 얼마 되지 않아 목격한 것은 나의 약혼남이자 원작의 남주인공인 황태자 이안 의 불륜 현장이었다. 내가 아닌 다른 여자를 품에 안고 시시덕거리는 그를 보며 나는 눈물 따윈 개뿔, 나오지도 않더라. 내 눈물은 비싸서 저런 쓰레기에게 흘리기엔 아깝거든. 눈물 대신 깊은 빡침을 담은 목소리로 물었다. 전하는 개자식인가요? 고구마밭에 떨어진 역대급 사이다 여주! 환장하는 원작을 뒤집어 엎기 위한 걸크러쉬 그녀! 이유? 여주가 똥차 같은 남주들에게 휘둘리기엔 너무 아까웠거든. 원작 여주에게 꼬이는 똥차들을 치우는 그녀와, 그녀만을 바라보는 늑댕이 한 마리의 이야기!",카카오웹툰,로맨스 판타지,,,,,,
2296,불패검선,월,FIST,CAT,시골 객점의 아들 송우문. 어릴 적부터 몸이 약했던 그는 어느 날 노도사가 그려 주고 간 산수화를 보고 바보가 된다. 그렇게 동네에선 바보라 놀림받고 부모에겐 한심한 아들로 자라지만 스무 살이 되던 날! 각성과 함께 산수화 속 절대무공을 꽃피운다!,카카오웹툰,액션/무협,,,,,,
2297,화산권마,월,진선규,진선규,"자신의 마을이 습격받고 유일하게 살아남은 담호, 하지만 담호는 절름발이다. 무인으로서 최악의 조건이지만 담호는 수련을 멈추지 않는다. 주변 사람들로부터 무인이 될 수 없다고 듣지만 끝까지 포기하지 않는 담호, 과연 그는 최고의 무인이 될 수 있을 것인가?",카카오웹툰,액션/무협,,,,,,
2298,혼자 레벨업 합니다,월,방개,방개,"짐꾼으로 일하던 한열. 오매불망 기다리던 각성과 함께 헌터가 되다! 그런데 이게 웬일? 몬스터를 잡아서 레벨업을 하고, 행동을 통해 스킬을 획득하라고?",카카오웹툰,학원/판타지,,,,,,
2299,묵향 다크레이디,월,이재헌,이재헌,"마교의 교주로서 극강의 무공을 자랑하던 묵향은 적들 혈교 에 의해 생전 처음 보는 생소한 이세계 판타지 세계 로 떨어지게 된다. 그곳에서 엘프, 마법사, 기사, 드래곤 등 새로운 존재들과 만나며... 무림 최고수 묵향이 원래 자신의 세상 무림 으로 돌아가기 위해 긴 모험을 떠나게 된다.",카카오웹툰,학원/판타지,,,,,,
2300,학사재생,월,소유현,소유현,"일곱 번의 밤을 거쳐 천하제일이 된 사내, 황준우. 오랜 싸움 끝에 천지 에서 죽음을 맞이했다. 헌데 눈을 떠 보니 갓난아기! 집안은 천하제일의 황금을 축적한 만금장! 고되기만 하였던 전생과 달리 금수저를 물고 태어나 버렸다! 신명나게 인생을 즐기는 한 사내의 일대기... 가 될 뻔 했으나, 인생은 그리 호락호락하지 않다! 그런데 아버지, 도대체 공부는...... 왜 시키시는 겁니까?",카카오웹툰,액션/무협,,,,,,
2301,망할 가문을 살려보겠습니다,월,무늬랑,무늬랑,"33세의 나이로 어이없게 비명횡사한 지연우, 그녀가 빙의한 책 속 인물 태라 엘리어스는 3년 후면 멸문할 가문의 다섯째 딸이었다. 게다가 102kg의 몸무게와 히키코모리로 자신을 가둬버린 성격은 덤. 책 속에서 멸문가 역적의 딸로 목이 잘려 죽고 싶지 않다. 살아보리라. 그러기 위해 연우는 최선을 다해 살을 빼고, 할 수 있는 모든 방법을 동원해 역적의 길로 향하는 가문의 향방을 돌려놓을 것이다.",카카오웹툰,로맨스 판타지,,,,,,
2302,4000년 만에 귀환한 대마도사,월,따개비,따개비,"웨스트로드 아카데미의 열등생, 블레이크 가문의 수치. 괴로운 삶을 이기지 못해 죽음을 선택한 프레이 블레이크의 몸에 새로운 영혼이 깃든다. 뭐야, 이 몸뚱이는? 하나부터 열까지 손 봐야겠군. 대마도사 루카스 트로우맨. 열등생 프레이 블레이크의 육체로 복수의 기회를 얻다! 4000년의 시간을 넘어 귀환한 대마도사의 화려한 액션이 시작된다!",카카오웹툰,학원/판타지,,,,,,
2303,아도니스,월,구당,구당,"자신과 누구보다 닮았던 자, 그래서 서로에게만 집중했고 광적으로 집착했다. 다만 한쪽은 상대의 온기를, 한쪽은 완전히 꺾기를 원한 아르하드와 이아나. 주인공 이아나는 적국의 황제가 된 아르하드와의 싸움에서 삶을 미련 없이 끝내지만, 영문도 모른 채, 다시 되살아나 자신이 살아왔던 삶을 반복하게 된다. 전생에서 파국을 맞이하게 된 두 사람은, 새로운 생에서도 또다시 만나게 되고, 비극을 반복하게 되는 것일까 .",카카오웹툰,로맨스 판타지,,,,,,
2304,무협지 최고 악당의 귀한 딸입니다,월,다우,다우,"부잣집 딸로 환생한 줄 알았건만, 무협지 최고 악당의 딸로 태어났다?! 무관심한 아빠, 결국 날 죽이는 오빠, 살아남기 위해선 어서 무공을 익혀 튀어야 하는데...! 이 두 빠빠... 왜 자꾸 날 귀여워하는겨?!",카카오웹툰,로맨스 판타지,,,,,,
2305,봄날의 팔광,월,우표,우표,"천방지축 선녀 vs 인성 쓰레기 인간 선녀의 쓰레기 구제 프로젝트가 시작된다! 옛날 옛날, 호랑이에 쫓겨 하늘로 올라가 해와 달이 된 오누이 그중 달님이 된 여동생 달희는 무료한 천상 생활에 질려 인간세계를 들여다보았는데! 도와주세요... 죽고 싶어요... 병원응급실의 한 여자 지완 의 말에 호기심이 발동한 달희. 그녀의 약혼자란 남자는 애정이라곤 전혀 없는 싹수 노란 인간임을 알게 되는데.. 약혼녀가 사경을 헤매는데 동정심조차 없다니... 그녀가 누구인가? 착하고 깨끗한 선녀가 아니던가? 인간을 인간답게 살게 하자! 하는 막중한 임무를 갖고 옥황상제의 허락 없이 무단 환생 을 감행, 이승으로 간다. 천 리 길도 한 걸음부터라고, 성질 고약한 약혼자부터 손을 대볼까??",카카오웹툰,로맨스,,,,,,
2306,이건 명백한 사기결혼이다,월,제이드,제이드,"가문을 지키기 위한 유일한 방법, 결혼. 딱 1년간 남편이 되어줄 사람을 찾기 위해 정보 길드에 중매를 의뢰했다. 잘생긴 조건이 흡족하여 결혼했는데, 이 남자 이름이 케레이드가 아니라 . 뭐? 칼리어드 대공? 그 미친 전쟁광, 살인마 . 피를 부르는 악의 화신인 칼 리 어 드 대공 이라니! 토끼 같은 레이린의 목숨 건 계약 결혼, 이건 명백한 사기결혼이다",카카오웹툰,로맨스 판타지,,,,,,
2307,다정한 그대를 지키는 방법,화,하운드,하운드,"나를 증오하는 남자와 결혼하게 되었다. 나의 어머니가 그의 가족들을 죽였으니, 당연한 일이었다. 결혼전에 꼭 약속해 주세요. 반년 후엔, 이혼해주셨으면 해요. .네? 억지로 하는 결혼이잖아요. 원치않는 결혼을 굳이 이어 갈 필요는 없다고 생각해요. 원치 않는, 결혼이요. 그는 멍하니 나의 말을 반복했다.",카카오웹툰,로맨스 판타지,,,,,,
2308,도굴왕,화,윤쓰,Studio,"현대에 출몰한 신의 무덤. 유물로 영웅의 능력을 쓰게 된 사람들, 부를 얻게 된 사람들. 그리고 그 유물을 털어가는 의문의 도굴꾼이 나타났다. 도굴왕. 아이씨, 미치겠네. 여기도 또 그자식이 다 털어 갔냐! 네 것도 내 것. 내 건 당연히 내 것. 다시 살아난 도굴꾼, 그가 세상 모든 무덤을 접수하기 시작한다!",카카오웹툰,학원/판타지,,,,,,
2309,막내 황녀님,화,돌대,악어스튜디오,마도왕국을 다스리던 대법사. 어느 날 제국의 막내 황녀님으로 태어나다! 그냥 아기인척 적당히 비위 맞춰줘야겠다. ...그런데 다들 날 너무 좋아하는 거 아냐? 좋아하다 못해 도대체 가만 놔두질 않는다. 막내 황녀님은 오늘도 피곤하다.,카카오웹툰,로맨스 판타지,,,,,,
2310,궁귀검신,화,박광진,박광진,"조돈형 작가의 궁귀검신, 만화로 다시 태어나다! 활이라는 것은 눈에 보이는 거리를 뛰어넘어 그 뒤에 도사리고 있는 생명까지 지배하는 병기다. 눈에 보이지도 않는 무기가생명을 노린다고 가정을 해 보거라. 이보다 두려운 것이 또 무엇이 있겠느냐? 악덕 조부와의 고난에 찬 수련행. 정혼녀를 찾아 떠난 즐거운 중원행. 어지러운 무림을 바로잡는 영웅행. 이기어검과 이기어도를 능가하는 이기어시의 신선한 등장! 내일을 향해 쏘아 볼까나?!",카카오웹툰,액션/무협,,,,,,
2311,만렙 영웅님께서 귀환하신다!,화,유도,유도,"힘없는 골방왕자 데이비, 혼수상태에서 영혼이 빠져나온 그가 도착한 곳은 영웅들의 혼이 모인 거대한 회랑. 천년동안 굴려진, 그가 만렙 영웅님이 되어 귀환하셨다! 기다려라, 모두 제대로 상대해주마! 데이비의 통쾌한 복수극과 왕궁생활기가 지금 시작됩니다!",카카오웹툰,학원/판타지,,,,,,
2312,불사무적,화,디크리시,디크리시,무림공적의 누명을 쓰고 죽게 된 불사존! 15년 전 명문가의 진고운으로 다시 태어나다! 시중사교주의 음모를 막기위한 그의 활약을 기대하시라!,카카오웹툰,액션/무협,,,,,,
2313,던전 리셋,화,앤트스튜디오,앤트스튜디오,"던전이 리셋됩니다. 한번 플레이한 던전이나 함정은 다음 유저 들을 위해 리셋 이라는 과정을 거친다. 그 리셋 이, 나 에게는 적용되지 않는다?! 끊임없이 리셋되는 던전에서 유일하게 자유로워진 존재. 압도적인 노가다로 무장한 버그 종자 정다운의 던전 개척기가 시작된다!",카카오웹툰,학원/판타지,,,,,,
2314,마족의 계약,화,구름빛,COPIN,"마왕의 딸인 유리시나는 처음 성인이 되고 나서 인간과 혼을 담보로 계약을 맺어 당당한 마족으로 인정받고 싶어한다. 그때, 페드인 왕국의 공주 마리엔이 그녀를 소환하게 되고 자신을 독살한 오펠리우스 왕비에게 복수하고자 대신 살아 달라고 부탁하는데",카카오웹툰,로맨스 판타지,,,,,,
2315,로드 오브 머니,화,손주환,손주환,재계 서열 5위 지경그룹 의 망나니 셋째 아들 천중명. 그의 밑에서 비서로 일하는 성창욱. 그런 성창욱을 사고사로 위장해 죽이려는 천중명은 성창욱과 함께 전기에 감전되어 버리고 둘은 하루아침에 몸이 바뀌고 마는데... 세상에 없던 꼴통 재벌이 되라는 겁니까? 내가 나서면 지옥문 열리는 겁니다. 로드오브머니 Load of money 천중명의 거침없는 행보가 시작된다.,카카오웹툰,판타지 드라마,,,,,,
2317,엔젤릭 레이디,화,와플푸,와플푸,"안젤라는 나의 소중한 친구였다. 가족보다 그녀를 소중히 여겼고, 수도 사교계의 꽃으로 만들어주었다. 하지만 내게 돌아온 건 배신이었다. 황태자비가 되기 위해 벨체터 후작가에서 반역을 도모하고 있다며 나의 가문을 팔아넘겼고, 내 약혼자마저 그녀에게로 떠나갔다. 하지만 단두대 아래서 죽음을 맞이하려던 그 순간, 난 안젤라와 처음 만났던 시절로 돌아와 있었다. 이번에는 내가 그녀의 인생을 망가뜨리려 한다. 안젤라, 네가 말했듯 나도 네가 불행해졌으면 좋겠어.",카카오웹툰,로맨스 판타지,,,,,,
2318,용사의 전 여친입니다,화,지현,지현,"뻔한 삼류 소설 속 여주인공으로 빙의했다. 여주인공이 된 김에 꿀 빨면서 핑크빛 인생을 즐겨보려 했었는데 로맨스는 무슨. 용사인 남자친구에게는 여자들이 끊이지 않고, 온갖 사건들이 계속 벌어졌다. 그래서 이제는 좀 평범하게 살아보고자 남자친구에게 이별을 고하고, 맞선으로 만난 남자와 결혼했는데 뭐? 내 남편이 마왕이라고? 아무리 생각해도 이번 생은 그른 것 같다.",카카오웹툰,로맨스 판타지,,,,,,
2319,던전 마제스티,화,람다,람다,"평범한 편의점 알바생 오주윤은 어느날 사람을 구하기 위해 강에 뛰어들어 죽을 위기에 놓이지만 기회를 얻어 새로운 몸으로 환생한다. 선택받은 영혼이라 생각했지만, 벽돌을 만드는 새로운 삶. 지저세계의 벽돌 굼벵이가 되었다. 과연 오주윤은 이 던전의 주인이 될 수 있을까?",카카오웹툰,학원/판타지,,,,,,
