title,writer,illustrator,genre,story,platform,thumb,url
장밋빛 성전[완결],코야마 유카리,코야마 유카리,드라마만화,"""여자의 삶""을 묻는 평범한 주부의 통쾌한 성공담


주부로서 남편의 내조와 아이들을 돌보며 바쁘게 살아온 마코토는 어느 날 우연한 계기로 남편의 바람을 알게 되고 
심지어 남편은 자신을 가정부로밖에 여기지 않는 사실도 깨닫게 된다. 

그런 남편을 돌아보게 하기 위해 잡지 이벤트 모델로 지원한 마코토.
그곳에서 일상에서 느끼지 못한 '보람'과 '살아있다'는 느낌을 받게 되면서
본격적으로 프로모델에 도전하게 되는데…

평범한 주부가 도전하는 녹록지 않은 프로모델의 세계!
그녀는 과연 프로모델로서 성공할 수 있을 것인가?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=HrNXX/hyATyGu05J/hQu0evwDk1XHekw8K9gMX0&filename=th2,https://page.kakao.com/home?seriesId=53159998
달콤씁쓸한 순정,탐린,유정,로맨스,"단 한 번도 1등을 놓친 적이 없던 연하늘은 고등학교에서 재능충 미남 박나무에게 1등을 빼앗기게 된다.
갖은 노력에도 1등을 차지하지 못한 하늘은 한가지 묘안을 떠올린다!
그건 바로 순정만화 같은 두근두근한 상황을 만들어 박나무를 꼬시는 것!!
과연 하늘은 원하던 전교 1등을 차지할 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=FvBge/hyF29u5fKi/NSbGwTY8eK9kLD04Y3zznK&filename=th2,https://page.kakao.com/home?seriesId=55635303
먼치킨 퀘스트,윤승기,윤승기,소년만화,"우연한 계기로 초능력 정보기관 N.E.R.D에 입사하게 된 이안!
N.E.R.D의 그녀들과 속과 살 모두 부대끼는 회사생활이 시작된다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=0yv0O/hyEditDz2Q/gSaa6QfOzC33vvvCYkwo51&filename=th2,https://page.kakao.com/home?seriesId=55234110
판도라의 상자,CHIMA,CHIMA,드라마만화,"독자의 마음 속 깊은 곳의 공포를 끌어내는 연출을 축으로 이야기가 전개되면서도, 때때로 심쿵한 에피소드 읽으면서 새로운 감각으로 즐길 수 있다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cPC26B/hyCRdNOAea/qcBINM7661g7x9zXfBNio0&filename=th2,https://page.kakao.com/home?seriesId=53499928
명판관 장평,대풍괄과,천이백,드라마만화,"국수를 삶아 생계를 이으며 과거시험를 준비하던 가난한 서생 장평.
융통성 없는 그이지만 남들에게는 없는 비상한 추리력을 지니고 있었는데…….

장평은 과연 주변에서 끊임없이 벌어지는 각종 사건과 음모를 해결하고
과거에 급제하여 꿈꾸던 관직에 나아갈 수 있을 것인가?

국수탐정 장평의 사건일지 개봉 박두!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bveLGg/hyATtE4srk/7LLFOAVq85vem40uoRFumK&filename=th2,https://page.kakao.com/home?seriesId=53023388
내 눈엔 너만 보여,Pxtar,Pxtar,로맨스,"이수. SNS 닉네임 달팽이. 지방에서 올라와 고양이와 함께 동거.
나름 화가이지만 입에 풀칠하기 힘든 빈약한 삶.
그리고 어느 누구 자기 편이 없음. 단, SNS 친구 햇살이만이 위로가 되어 줌.
뭐니뭐니해도 가장 우울하게 만드는 건 다크서클이 깊게 내려 앉은 못생긴(?) 얼굴.
달팽이와 햇살이가 만들어 가는 격정적 외모지상주의 타파 로맨틱 스토리!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=FEsJG/hyATssXTIM/AfUvQWAMOv8Xc6l4N2cDEK&filename=th2,https://page.kakao.com/home?seriesId=51471420
흑영고,창작집단 이루다,박진우,소년만화,"죄를 뒤집어쓰고 전학을 가게 된 아민. 
마침내 도착한 곳은 일진 교화전문 특성화 학원, 일명 ‘흙영고’! 
흑영고를 조기 졸업하기 위해, 전교 일진 탑이 되어야만 한다!!!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=ia0mv/hyCRdAxHQY/yet9pheDVKbiDC3phzoXAK&filename=th2,https://page.kakao.com/home?seriesId=55273441
블러드 드래곤 블레이드,루즌아,텅빈,소년만화,"힘이 약해 학교에서 왕따를 당하는 평범한 소년 김태영!
좌절의 나날을 보내던 어느 날, 강인한 힘을 선사하겠다는 이세계의 블러드 드래곤 ‘이타마 켄지’의 제안을 받고서 망설임 없이 이세계로 출발한다!!
그러나 이세계에 도착한 태영에게 이타마 켄지는 아내가 되어달라는 황당한 부탁을 시전하는데?!! 그 요청을 받아들일 수 없었던 태영은 이타마 켄지의 블레이드를 훔쳐 도망을 시도!!!!
돌이킬 수 없는 김태영의 망설임없는 모험이 시작된다!!!!!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bi0meF/hyCvfZc8wH/O7v8RHUkjSskftLILmfT9K&filename=th2,https://page.kakao.com/home?seriesId=53455726
체이서,하준성,하준성,"액션, 무협",기억을 잃어버린 네드일행과 그를 쫓는 체이서들간의 코믹액션모험활극!,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=baNDVG/hyEdjF6XYc/02U63Krb3Z3rAAi4mGsFTK&filename=th2,https://page.kakao.com/home?seriesId=53154557
오디세이,갈로아,갈로아,드라마만화,"’우주비행사’라는 비현실적인 꿈, 그것이 실현되려 하기 직전 찾아온 시련… 15년이 흐른 후, 우주비행사가 아닌 천문학자로서 NASA에서 일하게 된 성은하는 알 수 없는 이유로 연구정지 처분을 받는다. 그리고 그 수수께끼를 풀기 위해 NASA의 거대 프로젝트가 시작되려 하는데… 과연 이번엔 성은하의 꿈이 이루어질 것인가!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=iBxWX/hyZ8A67V9x/UvYd8SoZHY308BOsXgUlNk&filename=th2,https://page.kakao.com/home?seriesId=56630625
바로크 기사단,후지타 마키,후지타 마키,로맨스,"각 분야의 엘리트를 양성하는 명문 사이카오 학원. 그곳은 외출은 커녕 퇴학도 인정해주지 않는 곳이었다. 사이카오 학원에 반 강제로 입학한 츠쿠바 미야코는 학원의 비밀에 맞서는데?! 혁명의 럼블 스쿨라이프!

BAROQUE KNIGHTSⓒMAKI FUJITA 2010",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=br2r8K/hyEdjMVxei/jQ602IUDKEUK4Q4S5Jd2K0&filename=th2,https://page.kakao.com/home?seriesId=55475200
더 타임,고행석,고행석,"액션, 무협","나의 시간은 일분,
일분이 지나면 저들이 움직일 수 있지만
나는 다시…!!!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bHhi69/hyCveFYsI3/QqZNUJvsa33jXTyHqBjOm0&filename=th2,https://page.kakao.com/home?seriesId=54891697
애간장,김희란,김병관,로맨스,"연애 한번 못해본 교사 강빈은 7번째 짝사랑 그녀에게 고백을 결심하지만 
무참히 기회를 놓치게 되고, 고향에 있는 모교로 전근을 가게 된다. 
우연한 사고 후 정신을 차린 곳이 과거 15년 전 모교임을 알게 되고
그곳에서 15년 전 자신과 친구들... 그리고, 첫사랑 그녀와 만나게 된다.
이 믿기지 못할 상황을 처음엔 꿈이라며 부정했지만 그것은 현실이었고 
하늘이 내려준 기회라 생각하고 선생님이라는 유리한 위치에서 고교시절의 자신과 
짝사랑했던 그녀를 이어주려고 노력하는데...과연 운명은 그의 편일까?
상상초월 판타지 추리 로맨스!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=buK8VD/hyLi7Y4esL/pyKzKPJqQMPF1HmF7EE7ok&filename=th2,https://page.kakao.com/home?seriesId=55837189
사랑 이야기를 들려주세요,Ruia Shimakage,Ruia Shimakage,로맨스,"연애 소설 매니아인 나카사토 쇼코는 도시에 있는 대학을 다니기 위해 셰어하우스에 살기로 했다.
그리고 새로 살 곳에 가기 전에 영화관에 들른 그녀는 우연히, 쿠로카와 미츠루라는 청년과 만난다.
같은 취미를 가진 그에게 친근감을 느끼는 쇼코였지만, 그는 쇼코의 의견을 모두 부정하는데!
게다가 셰어하우스에 가보니 그곳에 쿠로카와가 있었고...

신경쓰이는 그 사람이 알고보니 나의 OO?!
비밀을 숨기는 남녀의 비밀X동거 러브 코미디!  Ruia Shimakage/funguild",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=6L1rn/hyF29gBB6j/vPYkt2uJKRZkhk9jU9IlR1&filename=th2,https://page.kakao.com/home?seriesId=55648093
나를 깨우러 온,박하,박하,소년만화,"오랜시간 잠에서 깨어나지 않는 사람들, 그리고 그들을 깨우는 ‘웨이커’가 되려는 소녀소년들.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=Ehn9G/hyCvhCZBQh/YOZswSDsfqgylXlSki5RF1&filename=th2,https://page.kakao.com/home?seriesId=52601004
인어의 연못,단덱,단덱,"로맨스, 판타지","사람과 인어

우연한 그들의 만남, 그들의 특별한 이야기",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dmrAXO/hyLi8i8Yxs/EQeBgCByE9lEvUBYMTO6bk&filename=th2,https://page.kakao.com/home?seriesId=55921788
래더토너먼트,세한군,maiuncle,소년만화,"세계적으로 유명한 게이머 오명우,
아끼던 제자의 계략으로
대회에서 원샷원킬 당해버렸다?
명예회복의 기회가 찾아오는데...

가상현실세계에서 목숨을 건 게임이 시작된다.

제공: 텐센트",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=mIgvM/hyCvgjKKWW/ahk37m2GiyeoACq6p1wK31&filename=th2,https://page.kakao.com/home?seriesId=55057983
히리위리,뵤나,뵤나,드라마만화,"히리는 쿨하지도 않고, 뒤끝 작렬에다 소심하고 찌질한 어른이입니다. 

욕도 잘하고 철도 없는데다 감정엔 쓸데없이 솔직해서
맨날 울고 화내고 까먹고 그래요. 

근데 그게 그냥 자기래요.
그게 뭐 어떻냬요. 

히리위리는,
히리와 우(위)리를 합쳐서 부르는 말입니다. 

다들 히리처럼 찌질한 매력, 가지고 있잖아요. 
히리위리 드로잉툰, 소극적으로 기대바랍니다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cl3Bvk/hyATvbzQOB/VsIyzGQDHmV9tIvAkY7FRK&filename=th2,https://page.kakao.com/home?seriesId=54108229
내가 하면 짝사랑,연양갱,아이스,드라마만화,"[짝사랑을 하면 성별이 바뀐다. 그래도 너는 나를 좋아해 줄까?]
새벽이는 버스정류장에서 자주 만나는 이름도 모르는 여학생(경이)을 좋아하게 된다. 그 마음이 깊어져 짝사랑이 되자 호르몬 공명 장애로 인해 새벽이는 여자가 되어버린다. 그리고 경이는 여자가 된 새벽이에게 관심을 보이며 다가오고 둘은 친구가 된다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=ryr52/hyVkMD0yuG/ZwBY2CzFBzWYKZfWX5KGRK&filename=th2,https://page.kakao.com/home?seriesId=52071299
무효와 로지의 마법률 상담사무소,NISHI Yoshiyuki,NISHI Yoshiyuki,소년만화,"""죄(인간에게 해를 입히는 일)를 범한 유령에게 벌을 내리고 
저승으로 보내는 능력이 있는 마법률 집행관 무효와 그의 조수 로지. 
그런 그들에게,유령 때문에 고통받는 사람들이 차례로 찾아오는데...
지금 전율의 세계로 가는 문이 열린다!!""",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cbI4s3/hyEdgCp5j5/kcvIF3aqou1iM4gtuv7ON1&filename=th2,https://page.kakao.com/home?seriesId=50741178
그라운드 제로,신진우,홍순식,소년만화,"한 고등학교 운동장에 미확인 비행물체(UFO)가 떨어진 후, 과학적으로 규명할 수 없는 미스터리한 사건들이 벌어지기 시작한다.
우연히 이 사건에 휘말리게 된 학생들은 힘을 합쳐 자신들을 옥죄어오는 정체불명의 위험에 맞서 싸우기 시작한다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bPkPGb/hyEdi7QwBI/KUoPH8kDhth3YxJljf9Kj0&filename=th2,https://page.kakao.com/home?seriesId=55314695
리프루터,ILZI,ILZI,드라마만화,"아이들을 납치해 사라졌던 전대미문의 유괴범이 다시 나타났다…!

조용한 마을에 새로운 이주자 '아지'는 과거 유괴범과 유사한 외관을 지난 '빈센트'에 주목하게 된다.
그러던 어느 날, 마을에 유괴범이 새로 나타나게 되고 증거는 '빈센트'를 향하는데…
선택의 계기를 배달하는 운명의 대리인 전달자 빈센트와 운명에서 벗어나고자 하는 소년 재키의 미스테리 스릴러 판타지.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=kUDm6/hyCvf550CQ/TaZFm8C6jWTvTTuOQyP1a0&filename=th2,https://page.kakao.com/home?seriesId=52486698
체포하라,후지시마 코스케,후지시마 코스케,소년만화,"츠지모토 나츠미와 코바야카와 미유키는 여자 경찰.
하지만 이 두 사람에게 어중간한 상식은 통하지 않는다!
끊임없이 벌어지는 사건도 두 콤비에게 걸리면 놀이공원 어트랙션과 마찬가지.
마을의 안전을 지키지 위해 나츠미와 미유키는 오늘도 슈퍼 미니 순찰차로 달린다!

ⓒ Kosuke Fujishima / Kodansha Ltd.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=ceQK6s/hyEdekqjYk/eQELim50lnNnARfEEwcKp0&filename=th2,https://page.kakao.com/home?seriesId=55032432
그 남자와 계약하지 않을 수 없어,박주연,노라,드라마만화,"[보험왕 봉지훈의 비밀, 그것은 바로 마성의 남자?]

서방 생명 연신내 지점에서 14개월 째 실적 1위를 달리고 있는 보험왕 봉지훈. 특별히 열심히 일하지도 않고, 똑똑한 것도 아닌데 봉지훈에게는 늘 계약이 몰린다. 그 비결은 바로 봉지훈이 사람을 홀리는 능력을 가진 마성의 남자라는 사실! 하지만 봉지훈에게도 고민이 있다. 봉지훈의 마성은 남성에게만 통한다는 것, 대부분의 여성은 봉지훈에게 관심을 갖지 않는 정도가 아니라 봉지훈을 싫어한다는 것! 봉지훈은 오늘도 고민한다. 어떻게 하면 여심을 공략할 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bHrmRv/hyVkJalMVz/S9BQIcpXKVgpZhO4IGKSOK&filename=th2,https://page.kakao.com/home?seriesId=53314165
블랙하운드,율림니,율림니,소년만화,회사 내 문제덩어리로 불리는 진과 낙하산이라 불리는 루치의 범죄 소탕 스토리,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b98GJt/hyEdlxdAT4/B0fjbm0yGsPmJu1McWHaAk&filename=th2,https://page.kakao.com/home?seriesId=55649437
나의 하늘,모노,모노,드라마만화,"[사랑하는 사람을 잃은 초능력 소년의 감성 폭발 스릴러]

	
주인공 하늘은 다른 사람의 속마음을 들을 수 있는 소년.
말을 못하는 소녀 설하와 연애 중이다.

자신의 능력 때문에 살면서 상처도 많이 받았지만,
남들은 알지 못하는 설하의 천사 같은목소리를 
들을 수 있다는 사실에 감사하면서 살았다.

설하가 잔인하게 살해되기 전까지는...",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=li8iN/hyCvfZQ2oB/4A0OxKLyulrjUyAccVZTHk&filename=th2,https://page.kakao.com/home?seriesId=54647690
시월소녀,황정한,전규만,드라마만화,"600년 전 헹기못을 통해 현재로 보내진 국무당 '도린', 
고등학교 동급생 '윤슬'과 여고생 듀오가 되어 다시 한번 조선을 구하라!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bINPMv/hySXGz8oFP/gQC9H1YNcazkAutio5Kvjk&filename=th2,https://page.kakao.com/home?seriesId=56216990
수호자: The Last Guardian,버스트,버스트,소년만화,"황무력 256년 지옥의 문이 열리고 
수많은 요괴들이 쏟아져 나와 인류를 파멸로 이끌었다. 
그렇게 멸망될듯 싶던 인류는 수호자의 등장으로 가까스로
구원받게 되고 인류는 수호군을 만들어 조직적으로 요괴에
대항하게 된다.

한편 비룡은 요괴에게 부모를 잃고 복수를 위해 수호군에 
들어가려 하지만 어떻게 해야 수호자가 되는지, 수호군이
무언지 전혀 모른채 무작정 여정을 떠나게 된다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bc3OdB/hyCve65KHD/ZXersRJMexM3yxMFwwfPx0&filename=th2,https://page.kakao.com/home?seriesId=54001477
혼의 나라,류기운,장세이,소년만화,"아픔과 상처로 가득한 귀신들을 위한 극락왕생 프로젝트!

<용비불패>,<고수> 스토리작가 류기운이 쓰고,
<전설의 가문>,<폭주검찰> 작가 장세이가 그린 <혼의 나라>!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cAyrFA/hyCvkT0tQA/asneLkESzevgck0NsxCRG1&filename=th2,https://page.kakao.com/home?seriesId=51635919
빌런즈,김불꽃,김불꽃,드라마만화,"명문 히어로 아카데미를 졸업한 론. 히어로를 꿈꿔 왔지만, 능력이 활성화되지 않아 취업 또한 쉽지 않다.
어느 날, '대런'이라는 자의 개인 비서 자리의 면접을 보게 되는데 알고 보니 그는 악명 높기로 유명한 빌런, '상어'였다.
히어로를 꿈꿨지만, 결국 현실과 타협해 빌런 밑에서 일하게 된 론. 빌런으로 사는 삶에 빠져들면 빠져들수록,
선과 악에 대한 정의가 점점 흔들리기 시작하는데...!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=iIVt7/hyF27cGNxE/aQXmGU41BJnwsf18tpTfp0&filename=th2,https://page.kakao.com/home?seriesId=55863678
요신기행,진선규,진선규,소년만화,"신이 되기 위해 인간들에게 봉사하고 희생한 이무기 한마리. 용신이 되기 위해 하늘로 승천하지만, 신들의 거부로 용이 되지 못한다. 이에 배신감과 분노에 사로잡혀 자신의 몸을 불살라버리지만, 용신을 구성하는 아홉 신령의 령은 비늘에 스며 지상에 흩뿌려졌다. 그리고 이 비늘을 맞은 모든 생명체는 괴물로 변해가는데.... 이무기의 비늘을 품고 괴물로 변해가는 '우사'! 저주를 풀기 위해선 아홉 신령의 령이 담긴 비늘을 모아야한다. 비늘의 저주를 풀고 괴물들과 맞서 싸워 세상을 구하여라!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bSpmPL/hyF3bscwVh/Eci9kf85MTNQ2qgdZrVZu1&filename=th2,https://page.kakao.com/home?seriesId=55792703
소야신집,홍다,홍다,드라마만화,"[세상엔 여러가지 이유로 전해지지 못한 말들이 있습니다.]

	
어느 날 갑자기 말(言)을 보게 된 소년 전세계는 의문의 부녀 탄과 문을 만나 말을 배달하는 우체국에서 일하게 된다. 
말을 전해주는 우체국 이야기!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=WtMqt/hyLjclxAiX/f2vMABeqvFW3CtiN7CQHi1&filename=th2,https://page.kakao.com/home?seriesId=53799051
아다마스(ADAMAS),RYOUJI MINAGAWA,RYOUJI MINAGAWA,소년만화,"보석에 관한 특수 능력을 가지는 주얼 마스터 류자키 레이카.
보석의 보호를 받으며, 보석의 기운을 느낄 수 있는 레이카는 
행방 불명된 아버지를 찾으면서 다이아몬드 신디케이트의 의뢰를 받아 
오늘도 임무에 최선을 다한다!
ADAMAS(아다마스)는 다이아몬드의 어원으로 
「(그 무엇에도) 굴하지 않는다」는 의미.

ⓒRyouji Minagawa/Kodansha Ltd.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cbj1M4/hyF265rwhc/TGminebLguFz93ctwkYutk&filename=th2,https://page.kakao.com/home?seriesId=55138598
꽃미남 게스트하우스 IN 북촌,송지은,김병관,드라마만화,"사진을 찍는 족족 화보가 되어버리는 곳! '북촌 8경' 이 정해져 있을 정도로 골목골목 멋진 풍경이 많고
도심 한복판인데도 불구하고 아직도 900여채의 한옥들을 고스란히 품고 있는 북촌!
그곳에 있는 한옥 게스트 하우스에는 보다 특별함이 있다! 바로 3명의 꽃미남이 운영한다는 것!
여행에 대한 향수, 여유로움 그리고 로맨스 꽃미남 3형제와 벌어지는 미묘한 로맨스!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=qWdNf/hyF25k6t4T/zffzI9jJaJ2PX0wctIRW11&filename=th2,https://page.kakao.com/home?seriesId=55733522
고스트,홍작가,홍작가,"액션, 무협","매일 밤, 사람을 죽기 직전까지 구타하고 사라지는 '검은 후드의 남자'. 그리고 어느 날 '검은 후드의 남자'의 첫 살인 사건이 일어난다. 중학생 지원은 놀이터에서 우연히 '검은 후드의 남자'와 마주치고, 그가 '고스트'를 찾아 범행을 저지르고 있었다는 것을 알게 되는데... '고스트'의 정체는 무엇인가? '검은 후드의 남자'는 왜 '고스트'를 찾으려 하는가? 지원은 한 걸음 두 걸음, 사건 속으로 깊게 파고들어간다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bPbD3c/hyEddrM9Bm/SWaSKgzLLLAL0IyoyIMkFk&filename=th2,https://page.kakao.com/home?seriesId=55335570
김수용 BEST 단편선,김수용,김수용,"액션, 무협","- 좌우
천상세계 수많은 천사들이 있다 그들 중 유독 눈에 띄는 둘
일상을 탈피하기 위해 그들이 선택한건 바로 내기
그런데 그들은 천상세계의 최고 통치자 神을 상대로 한 내기를 한다
이를 알게된 神은 크게 분노하여 이 둘을 인간세계로 쫓아내게된다
신이내린 저주로 인해 두 천사가 한 몸이 되어 두개의 인격을 가지게 되어 버렸고
평생 내기를 해야하는 운명에 처해진 마물이 되어버리는데…

- 진조크루
세계를 제패한 비보이 그룹 '진조크루' 정상을 차지한 그들의 빛나는 스텝이 시작된다!

ⓒ김수용/학산문화사",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=eTLU5/hyQ9L4zBjx/WKFuDgBAndGIcIDVA3Utr1&filename=th2,https://page.kakao.com/home?seriesId=56808250
라이어(LIAR),나,나,소년만화,"전 과목 만점에 얼굴까지 완벽한 나, 최우수.
사실 나의 성적엔 비밀이 하나 있어.

바로, 컨닝 덕분이라는 것.

어떤 방법으로 컨닝하는 거냐고?
간단해.
내 손에 감춰져 있는 '라이어'라는 녀석을 상대방의 시험지에 꽂으면
그 정보가 머릿속으로 다 들어오거든.

그런데 말이야…
문제는 다른 녀석도 이런 걸 가지고 있는 걸 알게 됐어.
그의 말로는 이게 스피릿이라더군.

설상가상으로 다른 놈들이 내 스피릿을 노리고 있다는데…
난 이제 어떡하지?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dlvKrI/hyF28ok3m9/2igaFPh65BQ5zmBRwhVPM1&filename=th2,https://page.kakao.com/home?seriesId=55299666
회장님의 그림체만 다르다,시아,시아,로맨스,"뉴본 연구실의 연구원 오새벽.
완벽한 인간을 만들기 위한 프로젝트를 연구 중이던 그녀는
수 많은 실패작들을 넘어서 드디어 불완전 하지만 유전자 조작으로 키부터 얼굴까지 다 바꿀 수 있는 약을 개발해냈다.

그런데 연구실에 투자한 금수저 회장이 실패작 1호를 비타민으로 오해하고 홀랑 먹어버렸다?

부작용으로 날마다 몸에 새로운 변화가 나타나는 그.
그리고 그 부작용을 치료할 수 있는 유일한 사람인 그녀와 동거를 시작하는데...

""키만 늘었다 줄었다 하는게 아니었어...?""

매일 새로운 매력(?)을 뽐내는 회장님과의 좌충우돌 동거 이야기!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=tdycC/hyCvhbnXWI/ZBxVC5cDzssuS1dMQmKqLK&filename=th2,https://page.kakao.com/home?seriesId=54852487
영웅신화,이경면,고권일,소년만화,"어느날 야구가 인생의 전부가 되어버린 남자.
그리고 오직 승리만이 영혼의 전부가 되어버린 남자.

비행기 추락으로 수상한 섬에 불시착하게 된 다이안.
그곳에서 야구의 천재기질을 보이는 야생청년 이대로를 발견하고, 그를 메이저리그로 끌어들이게 된다.
하지만 세상 물정을 전혀 모르는 인간을 성장시키기란 쉽지가 않은데...

승리를 위해 젊음을 아름답게 불태우는 한 인간을 통해
메이저리그 사나이들의 열정과 진정한 승리가 무엇인지 알게 될 것이다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bhrLsj/hyF25y7nmz/aKcq0LICro70i2Hl8HM0Nk&filename=th2,https://page.kakao.com/home?seriesId=55700638
퐁당퐁당,위성우,위성우,드라마만화,"[스크롤 방식으로 최적화되어 있습니다.]

대기업의 잘나가는 엘리트 기획팀장 강가람. 오직 성공을 위해 달리는 그에게는 사랑도 우정도 거추장스러울 뿐이다. 
그런 그가 회장 아들의 계략으로 지방 물류창고로 발령, 인생 최대의 위기를 맞는다. 
더구나 그곳은 마을 사람 모두가 느긋하게 낚시에 빠져 사는… 철저한 계획주의자 강가람에게는 말 그대로 헬(Hell)과 같은 곳. 
어떻게든 그곳을 벗어나 화려하게 컴백하려는 그에게 인생 무계획의 낚시광 여자 조아라가 다가온다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=oCZuI/hyCvlL91Sk/0wsax4P3vOsCr20KfkbFAk&filename=th2,https://page.kakao.com/home?seriesId=48988691
교인비담,조홍,윤희,로맨스,자신의 죽음이 멀지 않았음을 예감한 명화옌은 유언을 남기고 회장직을 은퇴한다. “다음 명가의 당주는 순수한 교인이 되리라. 교인을 찾기 전까지 명리우는 회장대리 로서 당주의 역할 또한 함께 대행한다.” 대대로 불을 다스리던 집안의 후대 당주가 물 을 다스리는 능력을 가진 교인이 된다고? 하지만 축융의 유언은 번복되지 않는 한 반 드시 지켜져야 한다. 지긋지긋한 후계자 수업들과 주변에 꼬이는 날파리 같은 사람들 속에서도 자신만이 유일한 적자이고 당주라 생각하며 버텨온 명리우. 그런 그가 당주 에 집착하는 이유는 명가의 당주만이 접근할 수 있는 비밀문서에 어머니에 대한 비밀 이 들어 있기 때문이다. 당주가 되기 위해 명리우가 선택한 것은 ‘교인’이란 것들을 모 조리 찾아내어 처단하는 것이다. 교인은 과거에는 축융과 어깨를 나란히 할 만큼 거 대한 세력을 지닌 종족이었으나 1차 세계대전이 발발된 이후 명맥이 감추어졌고 아 시아에만 소수가 남아 있다가 그마저도 뿔뿔이 흩어져버렸다는 것. 부계쪽으로 능력 이 유전되는 축융과는 다르게 교인은 모계쪽으로 유전이 된다. 교인 리스트에 공식적 으로 남은 것은 황보수라라는 한국의 여자아이 뿐이다.,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b9q3EC/hyQ9MOW6Jo/hkmbzv9Bi8PNWFky9Qypc0&filename=th2,https://page.kakao.com/home?seriesId=56289864
치렐루야,소장,소장,드라마만화,"[와! 치킨! 맛있겠다! 오, 쟤네 잘생겼다! 어? 근데 이거 개그만화냐?!]

치킨 그림이 그리고 싶어 시작한 작가의 주체 못할 개그 욕심이
(하필) 정신 나간 담당자를 만나 폭발한다.

개그만화와 치킨만화, 로맨스를 넘나드는 치킨블록버스터!!!

(치킨 협찬 대환영)",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=yLNfd/hyLjhaeuSP/Al3p44k3dBGVnW7a7o4LmK&filename=th2,https://page.kakao.com/home?seriesId=56015820
스타로드,송의섭,송의섭,"액션, 무협","지구의 모든 생명체를 보호하는 ‘별의 에너지(신물)’ 수호자들과 
이를 차지하려는 집단 간 갈등의 한가운데에 뛰어든 
쩌는 아이돌과 짠한 지망생 ‘하늘’의 플렉스 액션 판타지! 

현대적이고 범우주적 세계관을 장착한 ‘초월액션무협’으로 초대합니다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bqF1qc/hyLi7Ly4oM/7DXVez05KRq6WhIzkvN8O0&filename=th2,https://page.kakao.com/home?seriesId=55980847
드라이 플라워(Dry flower),김남석,김남석,드라마만화,"[당신, 죽은 내 남편을 연기해 줄 수 있나요?]

죽은 남편을 연기해 줄 것을 의뢰한 드라이 플라워 전문 꽃집 주인 한가희와, 그녀의 완벽한 남편이 되어야 하는 무명 대역 배우 이선오. 
두 사람의 기묘하고도 수상한 동거가 시작되는데...!

죽은 남편을 연기하는 대역 배우와 의뢰인의 미스터리 감성 로맨스!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cqnFgW/hyCvgLfGGO/0WKddZv6rWzIHHRt2AWcU1&filename=th2,https://page.kakao.com/home?seriesId=53966373
